name,monologue
John Oliver,"Last Week Tonight with John Oliver Season 7 Episode 22 Aired on August 23, 2020"
John Oliver,It’s easier to fool people than to convince them that they have been fooled.” ―Mark Twain
John Oliver,"Hi there! Welcome to the show still taking place in this blank void. Think of it as the inside of an oyster, making me the pearl. Which does make sense — I’m a small white irritant to which some people have inexplicably assigned value. This was a busy week, dominated by the Democratic National Convention, which had to be held virtually this year due to… Y’know. And this meant things looked significantly different — or, as people on TV preferred to put that:"
John Oliver,[MSNBC Live] We’re calling this the unconventional convention.
John Oliver,"[CNN Live] I know everyone has been saying — it’s a cliche — an unconventional convention, and it has been an unconventional convention."
John Oliver,"Yeah, okay, we get it. It was an “unconventional convention.” The thing is, that’s one of those phrases that sounds like it has gravity, but actually means next to nothing, like “it is what it is” or “Quibi exclusive.” And while the lack of attendees did make some things awkward, there were upsides, too. For instance, the roll call of delegates was done virtually this year, with states and territories finding novel ways to showcase themselves. Hawaii rubbed their beaches in everyone’s face, Pete Buttigieg showed off what I can only assume is his new social media start-up, and the entire population of Montana turned up. But it was the state of Rhode Island that stole the show with this moment."
John Oliver,"[C-Span] Rhode Island, the ocean state. Our state appetizer, calamari, is available in all 50 states."
John Oliver,"Yeah, that was Rhode Island’s democratic party chairman pledging delegates while standing next to a calamari ninja. And I had no idea that calamari was Rhode Island’s official state appetizer. It might be the first thing I’ve learned about that state that I’ve actually liked. Aside, of course, from the fact that it doesn’t include the city of Danbury, Connecticut. I’ve said it before: fuck Danbury! Babies, elderly, pets, buildings — all of you can go fuck yourselves. In terms of tone, the DNC spent the week steering hard toward the middle of the road. Because while, yes, there were brief appearances from stars like AOC and Stacey Abrams, a lot of time was given to republicans like Meg Whitman, Colin Powell, and John Kasich, who delivered his remarks standing at a literal crossroads. And it’s hard to convince progressive voters that you’re a forward-looking party when your convention feels like a Zoom cast reunion, except the show is the 2008 RNC. As for Biden, his nomination speech also played it safe, showcasing his warmth and his empathy. But while he name-checked broad goals like “expanding child care” or “ending racism,” the speech was light on detail and heavy on lines like this:"
John Oliver,"[Joe Biden, Democratic National Convention] This will determine what America is going to look like for a long, long time. Character is on the ballot. Compassion is on the ballot. Decency, science, democracy. They’re all on the ballot."
John Oliver,"Okay go numb out now normally, I would point out that passion and decency are not concrete policy agendas, but considering open authoritarianism is also on the ballot, sure, what the fuck — adequate vs. evil. Let’s go. And I’m honestly not saying it’s a mistake for the DNC to spend four days pointing out that Joe Biden’s not Donald Trump. It’s a very attractive quality. But spending so much of their convention underscoring Trump’s unfitness for office may’ve been redundant, given that Trump spent the entire week basically making that case for them, by continuing to sow distrust of voting by mail, calling for a boycott of an American company that employs over 60,000 workers, and refusing to disavow the QAnon conspiracy theory. But as appalling and unsurprising as all of that is, the biggest news regarding Trump this week actually got buried, and it was this:"
