name,monologue
John Oliver,"Last Week Tonight with John Oliver Season 12 Episode 21 Aired on August 17, 2025"
John Oliver,"John Oliver discusses the “Make America Healthy Again” movement, what they have and haven’t accomplished so far, and whether or not water could’ve done anything to stop Hitler. Ya, you read that right. Water was a bystander. And it can read. You’ll see."
John Oliver,"Our main story tonight concerns health. It’s something a lot of people are shocked to learn I have, along with Peabody Awards, a viola I can actually play, and Eleanor Roosevelt’s bones."
John Oliver,"Specifically, it concerns the MAHA, which stands for Make America Healthy Again. It’s most closely associated with RFK Jr., who opened a video about it last fall like this:"
John Oliver,"Hey everyone, I’m here today to tell you how we can make America healthy again. And the first thing you need to do is to get one of these hats."
John Oliver,"Yeah. Although you also don’t actually need to do that at all. You really don’t have to do anything that guy does, up to and including swim in a sewage-tainted creek, hike in jeans in 100-degree weather, and single-handedly make Google searches for “bear carcass” skyrocket."
John Oliver,"The MAHA movement is a broad coalition of people with a wide array of concerns about health. And for many in it, RFK’s ascent has been seen as a great thing, as has the fact that he’s been using his position to release videos like this:"
John Oliver,"This is a list of ingredients from foods: carrageenan, riboflavin, monosodium glutamate, and 20 others that I can’t pronounce."
John Oliver,"If you are an American company poisoning us with ingredients you don’t use in other countries, we’re coming for you."
John Oliver,"Okay, so first, riboflavin is just vitamin B2, but sure. Second, I’d love for the Secretary of Education to be able to read. Just a personal preference. Finally, as long as we’re blacklisting foods based on bad names, I’ve got some suggestions starting with kumquat, a word that starts with “cum” and gets worse from there."
John Oliver,"Now, some of the non-administration figures in that video are MAHA moms and influencers who’ve played a big role in spreading this movement. Some have even been invited to the White House, like this influencer back in May:"
John Oliver,"So, I am in DC for the big announcement of the MAHA Chronic Disease Report, and I’ve been podcasting with Bobby Kennedy. Everybody’s in this room podcasting. I’ve got a raw milk smoothie in here. That is raw milk, blueberries, honey, and some raw meat. Actually, I got some cherries, blueberries, apple, and that is my lunch in the White House. So, I’m eating raw milk, raw meat, grass-fed beef in the White House."
John Oliver,"Yeah, that is what the White House is up to these days, hosting podcast symposiums for influencers to eat like regionally powerful cavemen. That guy even got RFK to do a raw milk shot on camera, making raw milk one of the most disgusting things floating around in RFK at any given time, right up there with that dead worm in his brain."
John Oliver,"But obviously, the MAHA movement is about a lot more than just hats, selfies, slogans, and guzzling raw liquefied beef. It is a big tent, and not all its supporters are necessarily Republicans."
John Oliver,"Take Sarah Cho, for instance. Preparing for after-school snack time at her house starts long before her children get home."
John Oliver,"Every ingredient in this is organic,” says the mother of three, who is strict about what goes into her pantry and her kids, avoiding artificial and processed ingredients. She’s part of the MAHA movement. Cho is a Democrat. She lives in New Jersey."
John Oliver,It’s not a political issue. It’s an issue of do you want your kids to get the best food or not? Do you want your kid to have the best environment to live in?
John Oliver,"Look, I admire her commitment to serving only organic food, but I will say the day her kids get given a Gusher by a neighborhood kid, their lives are going to change forever. But I do get it. Ultimately, everyone wants their kids to have the same set of things: good food, a good environment, and zero desire to own spiders. You just want them to be safe, nurtured, and you also want maybe a little bit more guarantee that at no point will there be any tarantulas in or around your house. Those are the things every parent prays for, both to the regular God and whatever ancient spider god pertains to the second thing. Oh, and happiness. You want them to be happy as well, if there’s time."
John Oliver,"The point is, people have found themselves in MAHA for all sorts of reasons, and there are areas where this movement has legitimate concerns. We’ve done plenty of episodes dealing with topics that overlap with the MAHA agenda, and experts agree that there are times when RFK and this movement are pointing out real problems."
John Oliver,"For instance, one of the central claims he’s made is that American kids are getting sicker, which is largely correct. A major study published last month in JAMA found, among other things, there’s a growing mortality gap between the US and other developed countries, and that an American child was 15 to 20% more likely to have a chronic health condition in 2023 than in 2011."
John Oliver,"So for some, especially experts in diet and nutrition, suddenly seeing the MAHA movement bring attention to issues they’re passionate about has been validating, if also bittersweet. Here is Dr. Marion Nestle, one of the country’s foremost experts on nutrition policy, summing that up:"
John Oliver,"To hear RFK Jr. talk about the need to do something about chronic diseases, you know, it’s the first time I’ve heard anybody at that level of government talk about these things. And he sounds just like me. I can’t get over it. And it’s hard to put that together with some of the other things he says."
John Oliver,"Right? It is bizarre to have someone you virulently disagree with in most respects echo your opinions in another. It’d be like if Kim Jong-un came out and said Wirecutter has too many articles now and if you’re looking at Wirecutter for ketchup, you need to reassess how you make decisions. It would be weird. I mean, I would agree with him, but that would be weird."
John Oliver,"But unfortunately, some of the other things RFK is saying could now have massive consequences given the position that he’s in. Because even when he and his movement can be right about identifying a problem, their solutions can range from the superficial to the outright dangerous."
John Oliver,"Some of MAHA’s big wins so far have been wildly oversold. For instance, Coke recently announced that it had started selling drinks made with cane sugar. And when Steak ‘n Shake announced it would offer Coke with that instead of corn syrup, RFK retweeted their post with “MAHA is winning,” despite Marion Nestle referring to Coke’s news as “nutritionally hilarious."
John Oliver,"He’s also made a big deal out of getting rid of synthetic food dyes, something prominent MAHA influencers testified about at a Senate roundtable:"
John Oliver,"Many of the things discussed today, I think there is a nuanced debate. But with artificial food dyes, they have shown all over the world that they can use colorants that come from fruit. This is the Canadian version. This is the brightness of the Canadian version just for visibility. And this is the brightness of artificial food dyes. So, of course, Kellogg and other food companies will argue children prefer this over this, just as they would prefer cocaine over sugar."
John Oliver,"Okay, first, I don’t think kids like cocaine more than sugar. I don’t even think you could get a kid to do cocaine unless you told them it was sugar. And honestly, if what you’re concerned about is kids liking cocaine, the food you need to focus your attention on is Pixie Sticks, a candy that seems to be explicitly designed to teach them how to do a line in the bathroom. I mean, it comes in a straw."
John Oliver,"And the theatrical gasp there when the colorful fruit loops are revealed is a bit over the top. Guys, they’re called fruit with two O’s loops, and their mascots are rainbow nose toucan. Let’s not get too shocked that the colors aren’t natural."
John Oliver,"Now, I should say there is literature to support that synthetic food dyes can impact neuro behavior in some children. And given that there is no real need to keep them, why not take them out of foods? Totally fine. And when the US dairy industry agreed to voluntarily remove synthetic dyes from ice cream, RFK touted it as another MAHA win. Though you should know experts have said small moves like that won’t actually move the needle when it comes to Americans health which does make sense because removing dyes doesn’t address the fundamental issue with ice cream which is that it is ice cream a product with generally high sugar and fat content. Not to mention the other issues it presents like the awkward conversation every parent’s forced to have the first time their child asked to know the meaning behind Ben and Jerry’s caramel sutra. Well, you see, son, when two people truly love but have grown quite tired of each other, they can rediscover an emotional spark deep in the raw power of prolonged mutual orgasm. It was it was something I was kind of planning on never having to explain to you. But it turns out the ice cream boys couldn’t think of another pun on the word caramel. So, here we are."
John Oliver,"But making a big deal out of narrow winds is part and parcel of this movement. Take the woman you saw in that roundtable, Vani Hari. She was also in that White House video accusing companies of poisoning kids with their ingredients. Hari is a food blogger and author who goes by “the Food Babe” and is an influential figure in the MAHA movement. One of her specialties is zeroing in on a single scary-sounding ingredient in common foods and pressuring companies to remove them."
