name,monologue
John Oliver,"Last Week Tonight with John Oliver Season 7 Episode 29 Aired on November 8, 2020"
John Oliver,"[John] Hi there, welcome to the show. Still taking place in this blank void. Which, fun fact, is actually just a zoomed-in picture of this “I voted” sticker. Which is great! Unfortunately, that sticker is attached to James Woods, which is very much not. And obviously, we’re going to start with our main story tonight, which is the 2020 election, or as it’s known for horses, “just another week.” Look at them. They’ve got no clue. Hot idiots. This was clearly a very long, very tense week, although thankfully, it all felt worth it due to how it ended."
John Oliver,"CNN projects Joseph r. Biden Jr. Is elected the 46th president of the United States, winning the White House and denying President Trump a second term."
John Oliver,"[John] Yeah! That definitely happened. Trump isn’t going to be president anymore — something I personally learned from no less than 20 text messages from my friends and family all saying “it’s over!” Which, in this situation, was welcome, but on any regular day would terrify the living shit out of me. As we are taping this on Saturday, people across America are still taking to the streets to celebrate not just that Biden and Harris were elected, but you sensed, mainly, that a certain someone was about to get evicted from the white house."
John Oliver,"[John] You know what? That person screaming “fuck Donald Trump” from the back of a moving scooter actually sums up pretty nicely how a lot of people feel right now. And I’ve got to tell you, it was like that all day here in New York. There was a mood here that can only be described as a “reverse 9/11.” Why? Because it combined complete euphoria, an abiding disgust for Rudy Giuliani, and this time, people were actually dancing on rooftops in New Jersey. It was a really good day. Never forget. It is genuinely hard to overstate the level of relief that has been flying around parts of this country, especially at the end of a truly draining week. And tonight we thought it might be worth mapping exactly how we got to this point over the last seven days, because at the start of this week, we all knew that, due to the pandemic, this election was going to be different. Crucially, that it was going to require more patience than usual. Yet for some reason, as soon as Tuesday came around, everyone seemed to immediately forget that, because starting that evening, almost every news channel was overtaken by some version of a guy playing with a big screen while someone comes in to interrupt and pester them with questions. It was basically the equivalent of watching the security footage at a best buy for four straight days. And while news outlets tried their best to be patient, as things dragged on, it was clear they just couldn’t do it — something perhaps best summed up by this exchange between Don Lemon and a Philadelphia city commissioner."
John Oliver,"So how long do you think it’s going to take to count all the votes, commissioner?"
John Oliver,"You know, it’s interesting hearing reporters talk about, “listen, everybody, this is going to take some time,” and then the polls close and then it’s, “why don’t you have the results yet?” So everyone needs to recalibrate their expectations."
John Oliver,"So let me ask you this then, speaking of — that was a good answer. But are you talking hours, are you talking days?"
John Oliver,"[John] He doesn’t fucking know, Lemon! Leave the man alone! At that point, it would have been just as productive to ask him, “when will penguins learn how to fly?” Or “when is Michael Keaton going to win an Oscar?” Or, “what does the rest of the Pringles guy’s body look like? Is he tall or short? Does he have a lot of body hair or is he completely smooth? When will you be able to tell me what his nipples look like? Are you talking hours, or are you talking days?” What was also entirely predictable was how Trump was going to react as the count slowly unfolded, because long before results were in, he took advantage of the fact that he was ahead in some states to declare a premature, completely unfounded victory. At 2:30 a.m. on Wednesday, he delivered this nightmarish speech from the white house."
John Oliver,"[President Trump] This is a fraud on the American public. This is an embarrassment to our country. We were getting ready to win this election. Frankly, we did win this election. So we’ll be going to the U.S. Supreme court. We want all voting to stop. We don’t want them to find any ballots at 4:00 in the morning and add them to the list. Okay?"
