name,monologue
John Oliver,"Last Week Tonight with John Oliver Season 11 Episode 15 Aired on June 16, 2024"
John Oliver,"Welcome, welcome! You’re welcome to Last Week Tonight . I’m John Oliver. Thank you so much for joining us. It has been a busy week. Hunter Biden was found guilty on gun charges, Macron called a snap election in France, and in Michigan, this conservative Congressional candidate posted a campaign TikTok with an AI-generated voice, that is bold."
John Oliver,"I have another dream. Yes, it is me, Martin Luther King. I came back from the dead to say something. As I was saying, I have another dream that Anthony Hudson would be Michigan’s 8th District’s next Congressman. Yes, I have a dream.” [Applause] “Again, okay, now I am going back to where I came from. My name is Anthony Hudson, and I approve this message."
John Oliver,"Okay, okay, okay. Oh my God. Let’s just jump in. It is hard to pick the wildest part of that. The opening scream? The casual “as I was saying”? The fact that MLK reassures his audience he has another dream three times , as if that’s going to be the main thing someone takes issue with. But honestly, I think it might be the four-second pause before “Okay, now I’m going back to where I came from. Goodbye,” making him sound like a middle-aged dad who doesn’t know how to end a phone call."
John Oliver,"I’ve got so many questions about that, and none of them are about Anthony Hudson or where to vote for him. Now, Hudson initially put out a statement saying the video was posted without his knowledge and that it was stupid and disrespectful, only to then reverse that position, saying, “If MLK were alive today, I do believe he would endorse me and my vision for a better Michigan."
John Oliver,"First, no, he would not, Anthony, for so many reasons. But second, you had it right before your double-down. The only acceptable response to that ad is to issue an apology, drop the whole thing, and then, if I may quote something Martin Luther King never said, announce, “Okay, now I’m going back to where I came from. Goodbye."
John Oliver,"But we’re going to jump straight in with our main story tonight, which concerns the presidential election—the thing you’re actively ignoring so you can devote all your brainpower to MILF Manor . If you’re not watching, real quick, this season not only are the MILFs dating hot younger men, they’re also, and this is true, dating the young guys’ dads as well, and it is exactly as awkward for everyone as you’d think."
John Oliver,"Today, you’re going to be exploring a tantric yoga class.” “Oh God, like no way. No, there are some things that you just don’t do with your son or with your father.” “Are you traumatized?” “A little bit, yeah."
John Oliver,"Yeah, I bet. Although, not to victim-blame here, but you did sign up to bag MILFs in a televised sex contest, so no brain was ever leaving that manner unscarred."
John Oliver,"The election is in full swing right now, and it’s pretty much your usual campaign: candidates offering policy proposals, trading barbs, occasionally getting convicted of 34 felonies, and complaining about the judge."
John Oliver,"You saw what happened to some of the witnesses that were on our side. They were literally crucified by this man, who looks like an angel, but he’s really a devil."
John Oliver,"Okay, Trump definitely doesn’t know what the word “literally” means, but given his inability to talk about the Bible, it is possible that he doesn’t know what “crucified” means either. Though I could be wrong. Maybe Jesus got nailed to planks because of his hush payments to a porn star. I don’t know. I don’t have the close personal relationship that Trump has with the Bible, which, for the record, is sourly holding it up like he’s showing off the bug he just squashed with it."
John Oliver,"But as massively flawed as Trump is—as a candidate, husband, boss, father, and human being—he is currently slightly ahead of Biden in the polls. So there is a pretty good chance he could be back in the White House next year, and given that, it’s worth talking about what he plans to do if he gets there. Because Trump does have a second-term platform. You can go on his website and see it all laid out, and it is pretty alarming."
John Oliver,"For instance, here he is talking about his plans regarding trans rights:"
John Oliver,"I will ask Congress to pass a bill establishing that the only genders recognized by the United States government are male and female, and they are assigned at birth. No serious country should be telling its children that they were born with the wrong gender, a concept that was never heard of in all of human history. Nobody’s ever heard of this. What’s happening today—it was all when the radical left invented it just a few years ago."
John Oliver,"That is really the Trump experience in a nutshell right there: hateful ideology, a promise to make life harder for minorities, all wrapped up in a non-sequitur so stupid it is inconveniently funny. The radical left invented trans people a few years ago? I’m sorry, what? Did they put it on Shark Tank and I somehow missed it?"
John Oliver,"That’s another instant classic line read from one of humanity’s worst brains. Trump’s also promising mass deportations in his next term. Here is Stephen Miller, his former advisor and first-draft Pixar villain, talking in depth about the logistics:"
John Oliver,"So you grab illegal immigrants and then you move them to the staging grounds, and that’s where the planes are waiting for federal law enforcement to then move those illegals home. You deputize the National Guard to carry out immigration enforcement, and then you also deploy the military to the southern border. The military has the right to establish a fortress position on the border and to say no one can cross here at all."
John Oliver,"Wow, those are some strong words from Miller, only slightly undercut by his tendency to look at all times like a condom full of soup. But that is still just the beginning. Trump plans to require local law enforcement agencies to use measures like stop-and-frisk, cut funding for any school that has a vaccine or mask mandate, and impose a universal tariff of at least 10% on all imports. Notably, he’s promising to get revenge on his enemies. At rallies, he’s told supporters that “I am your retribution,” which sounds more like something you’d hear out of the mouth of Megatron than a major presidential candidate. He’s been specific about who exactly will be on the receiving end of that retribution:"
John Oliver,"We will root out the communists, Marxists, fascists, and the radical left thugs that live like vermin within the confines of our country that lie and steal and cheat on elections and will do anything possible—they’ll do anything, whether legally or illegally, to destroy America and to destroy the American dream."
John Oliver,"First, was he falling asleep at the end there? But second, it’s not usually a great sign when a politician starts referring to groups as “vermin,” unless, of course, they’re running for mayor of Zootopia and they’re gunning for the little rodent vote. Then it’s actually pretty savvy politics."
John Oliver,"And you think, well, okay, Trump’s making big scary promises, but he did that in 2016 too, and he broke a lot of them. That is true, although he did also go on to do a lot of damage. He blew up the Iran nuclear deal, withdrew us from the Paris Climate Agreement, slashed access to food stamps, and gave a huge tax cut to corporations. He separated children from their families at the border, suggested curing COVID with bleach or a bright light, summoned an insurrection, and put in three Supreme Court justices who helped overturn Roe v. Wade and seem to have no intentions of stopping there."
John Oliver,"But it is true that a lot of his other major policy goals, from ending the Affordable Care Act to getting Mexico to pay for his border wall, remained out of reach. Trump as president was sort of like a hamster in an attack helicopter. Sure, he wants to bathe the world in blood and terror—he wants it with his whole rotten hamster heart—but luckily he doesn’t know what buttons to press and his brain’s the size of a peanut, so that puts some hard limits on the damage he’s actually able to do."
