name,monologue
John Oliver,"Last Week Tonight with John Oliver Season 10 Episode 13 Aired on October 15, 2023"
John Oliver,"John Oliver discusses the groups in charge of keeping our food safe – from the FDA, to the USDA, to, most crucially, the Association for Dressings and Sauces."
John Oliver,"Hey there, it’s me. The show hasn’t started yet. I mean, clearly, it’s started a little bit. I am already talking to you. But before the music and the lights and at least — theoretically — the laughter — I wanted to briefly talk to you about what’s clearly been a terrible week. The immense suffering in Israel and Gaza has been sickening to watch. And we’re not going to be covering it in the main body of our show tonight, for a couple of reasons. First, it’s horrific. I don’t really want to tell jokes about carnage right now, and I’m pretty sure you don’t want to hear them. And second, we’re taping this on Saturday afternoon, and you’ll be watching it Sunday night, or Monday morning through an illegal VPN — I do know who I am talking to. But the point is, given how fast things are moving, a lot could change between the time I’m saying this, and the time that you hear it. But I do have a few broad thoughts that I think will still apply. And they have to do with sorrow, fear and anger. Now sorrow is the first and most overwhelming feeling. The images we’ve seen this week, from last Saturday onwards, have been totally heartbreaking. Thousands are now dead in Israel and Gaza. It’s been devastating, not just to those in the region but to diaspora communities across the world. Whatever thoughts you have about the history of this region, or the current state of affairs — and I’ve shared mine on this show in the past — it should be impossible to see grieving families and not be moved. So there’s been sorrow this week, a lot of it, and also fear. Understandable fear of further attacks in Israel. And for those taken hostage. And fear of what’s to come in Gaza, as Israel’s leaders seem intent on embarking on a relentless bombing campaign, mass displacement, and a potential ground invasion. I don’t know where things stand in Gaza as you watch this right now, but all signs seem to be pointing toward a humanitarian catastrophe . Israeli officials announced plans to cut off food, water, fuel, and power. Hospitals are running on generators. This has all the appearances of collective punishment, which is a war crime . And I think many Israelis and Palestinians are feeling justifiable anger right now — not just at Hamas, whose utterly heinous terrorist acts set the week’s events in motion, but also at the zealots and extremists, across the board, who’ve consistently thwarted attempts at peace over the years. Israelis and Palestinians have been let down by their leadership time and time again, and I don’t have a great deal of faith in the leaders currently in charge to steer us toward peace. But I do still have some hope. Because the easiest thing to do in the world, after a week like this, is to engage in bloodthirsty rhetoric. And there’s certainly been plenty of that from those in power. But I will say, I’ve been struck by the many ordinary citizens, both Israeli and Palestinian, who’ve called for restraint this week, and not revenge. Just listen to how Noi Katzman, whose brother Hayim was murdered by Hamas last Saturday, chose to end this interview."
John Oliver,"Yeah, so, what I wanted to say is, the most important for me, and I think also for my brother, was that his death won’t be used to kill innocent people. I don’t want anything to happen to people in Gaza like it happens to my brother. And I’m sure he wouldn’t have any — either. So that’s my call to my government. Stop killing innocent people. And that’s not the way that brings us peace and security to people in Israel."
John Oliver,"Right. People want and are entitled to peace. And I’m not going to tell either side how to get it — certainly not in this accent, which has frankly done enough damage in that particular region to last a fucking lifetime. But just know, in the long term, all the people who want to live in that region are going to keep living there. So peace is not optional, and will require some tough decisions. And I can’t say where a peace process ends, but it just has to start with that kind of ability to recognize our common humanity. That’s honestly all I’ve got for you right now, but we do still have our regular comedy show. And if you’re interested, I’ll see you the other side of our opening titles, when there’ll be lights, there’ll be music and — again, purely theoretically, no pressure on the audience — at least some sporadic laughter. And now, this."
John Oliver,"Welcome, welcome, welcome to “Last Week Tonight!” I’m John Oliver, thank you so much for joining us. It’s been a busy week. RFK jr. announced he’s running for president as an independent, Jada Pinkett Smith revealed that she and Will have been separated since 2016, and senator Bob Menendez found himself in what’s known in the legal world as “even deeper shit.” But we’re going to focus on what’s been happening on Capitol Hill. It’s now been a week and a half since eight representatives staged a coup against Kevin McCarthy, and ever since, the party has been struggling to pick a new speaker. Steve Scalise won a secret ballot on Wednesday to be put forward for a vote as speaker, only to withdraw the following day, after it became clear he wouldn’t be able to win a majority. And one notable house member summed up why he personally could never vote for Scalise."
John Oliver,"I’ve reached out numerous times to congressman Scalise, and me reaching out and asking him for guidance in his leadership and him not reaching back out, that’s a dereliction of his duty as a leader, so I’m not voting for somebody who lacks fundamental leadership skills."
John Oliver,"I don’t know, I don’t care, quite frankly."
John Oliver,"Are you sure about that? Because it really seems like it’s because Scalise snubbed you. Honestly, Santos saying “I don’t care” in a tone that makes it clear he absolutely cares, might be the most transparent lie that he’s ever told. Which is saying something, because remember — this is a man who said he was a star volleyball player at a college he didn’t even go to, and said 9/11 claimed his mother’s life even though records show that she wasn’t in New York and she died in 2016. For George Santos, an almost clinically chaotic man, to decide you don’t have fundamental leadership skills is truly damning. All week long, republicans met behind closed doors to try and pick a leader. Although glimpses of chaos kept leaking into public view, like when one representative was seen bringing a lasso into the session. And you know things are messy when a U.S. congresswoman walks down the hallway with some horse equipment and all anyone can say is, “you know what? That’s not important right now!” Meanwhile, representative Nancy Mace — one of the eight who ousted McCarthy — showed up wearing a red “a,” and offered this utterly incoherent explanation."
John Oliver,"I’m wearing the scarlet letter after the week that I just had last week, being a woman up here and being demonized for my vote and for my voice. I’m here to let the rest of the world know, and the country know, I’m on the side of the people. I’m not on the side of the establishment, and I’m going to do the right thing every single time, no matter the consequences, ’cause I don’t answer to anybody in D.C., I don’t answer to anyone in Washington, I only answer to the people."
John Oliver,"Wait, what do you think The Scarlet Letter is about? And nobody help her, let Mancy answer. I want to hear exactly what she thinks the 19th century novel The Scarlet Letter is about. Do you think Hester Prynne had to wear a scarlet “a” because she girlbossed too hard for puritanical New England? I’m just saying, maybe read a book before you try and compare yourself to its protagonist. There’s a reason I wouldn’t say I’m like Christian Grey because I also wear a suit. That’s not what the book is about, and, let’s be honest, this suit wears me. But it wasn’t just Mace and Santos, lots of members were talking shit to the press, with one comparing discussions to “a marriage counseling session” and another likening the party’s antics to the tv show House of Cards . Which I guess is true in that it was kind of fun to watch at first, but now I’m just exhausted by it. There’s actually another way in which this drama’s like House of Cards , and it involves something one of its key protagonists, Matt Gaetz, has in common with Kevin Spacey. Sadly, my lawyers told me I can’t say what it is. But I can think it. And so can all of you."
John Oliver,"And to hear some frustrated house members tell it, the fundamental problem is that their party as a whole is now set up to reward bad behavior."
John Oliver,"These guys want to be in the minority, I think they would prefer that because they can just vote no and yell and scream all the time. And — but governing, you’ve got to work together."
John Oliver,"It’s a tough scenario, but there are people in there that are honorably trying to get to the right place, and then there are people in there, as you know, that like to go on the tv and are not necessarily negotiating for anything other than tv time."
John Oliver,It makes us look like a bunch of idiots.
John Oliver,"You know what, you’re right, you do look like idiots! And the fact that some of your members are dressing like they decided they were going to a Halloween party 20 minutes ago frankly isn’t helping. But those incentives they mentioned aren’t just at the national level. As the AP pointed out this week, internal conflicts and power struggles have become hallmarks of the modern GOP, right down to the state and local levels. In Ohio, democrats had to cross party lines to end a standoff over who would become speaker of the house. In Texas, just this week, the republican attorney general suggested he’d request criminal charges against members of his own party, who — incidentally — led an impeachment trial against him last month. And in Michigan, back in July, a state republican party meeting devolved into violence, with this county chair getting into a brawl with a party delegate."
John Oliver,"Surveillance video from inside the hotel doesn’t capture the initial encounter, but it does show the melee moving into the hallway as DeYoung falls hard on his back. He told police his dentures were damaged during the fracas."
John Oliver,"I literally opened the door, and he kicked me in my crotch."
