name,monologue
John Oliver,"Last Week Tonight with John Oliver Season 10 Episode 18 Aired on November 18, 2023"
John Oliver,"Welcome, welcome, welcome to “Last Week Tonight!” I’m John Oliver, thanks for joining us. It’s been a busy week. Biden met with Xi Jinping, King Charles celebrated his 75th birthday while looking at least 97, and George Santos announced he wouldn’t be seeking re-election after an ethics committee report he disputes found — among other things — he’d used campaign donations for personal purchases on botox, Sephora, and OnlyFans. And honestly? I like him now, and I think he should stay. Meanwhile, Israel’s airstrikes and ground invasion continued in Gaza, and the discourse on it here reached its absolute nadir when Fox Business welcomed Fabio for a 10-minute interview on the subject, including this wild digression concerning Hamas."
John Oliver,"These people, they find so much pleasure to kill, just the worst. 10,000 times worse than the nazis, you know? And also, they advertise, they publicize, they are so happy, “hey, I killed 10 jew, I did that” — you know, it’s like, at least the nazis, they kept it kind of quiet."
John Oliver,"What? Hold on, Fabio. Far be it for me to contradict a noted geopolitical expert and former “I can’t believe it’s not butter” spokesperson, but — “at least the nazis kept it kind of quiet?” The nazis kept it many things. They kept it punctual. They kept it blonde. They kept it humorless. And yes, they kept it tight. They were well-tailored pieces of shit. But subtlety was — famously — not their calling card, Fabio. But, we’re going to focus on Congress, which before recessing this week passed a continuing resolution “to keep the government open” into the new year. But, in the runup, things got pretty weird. First, there was a tense confrontation between Oklahoma senator Markwayne Mullin, and the head of the teamsters, Sean O’Brien. They’d gone back and forth online a few months ago, with O’Brien saying, “Quit the tough guy act in these senate hearings. You know where to find me. Anyplace, anytime cowboy. #Littlemansyndrome,” with an image of Mullin standing on a box at a debate. Well, this week, Mullin answered that challenge."
John Oliver,"Sir, this is a time, this is a place. If you want to run your mouth, we can be two consenting adults, we can finish it here."
John Oliver,"Stop it, stop it. Sit down — you know, you’re a United States senator."
John Oliver,"That voice was Bernie Sanders, and respectfully Bernie, shut up. I mean, it is nice to hear you call for a ceasefire — a lot of us thought you’d forgotten how to do that — but shut up. I want to see anabolic Jim Halpert get his ass handed to him. Because, do you know who Sean O’Brien is? He’s a fourth-generation Boston teamster. He basically came out of the womb wearing brass knuckles. I want to see Senator anger management get his jock rocked by Beantown’s Mr. Clean. That’s what I want! And, while Bernie did stop the fighting, he couldn’t stop the pettiness."
John Oliver,"He made a lot of statements, right? And, his statements are fiction, at best."
John Oliver,"I can’t understand him, to be honest with you."
John Oliver,"That’s so childish, it’s actually brilliant. O’Brien’s got the demeanor of a mob boss, the body of a fire hydrant, and the insults of a five-year-old. And amazingly, it still wasn’t over. Because, Mullin actually challenged O’Brien to a charity fight, and later said this."
John Oliver,"If I’m in a fight, I’m going to bite, I’ll do anything. I mean, I’m not above it. And, I don’t care where I bite, by the way. It just is gonna be a bite."
