name,monologue
Jimmy Fallon,"Everybody’s talking about the big Wall Street Journal bombshell that back in May, President Trump was told that his name appears in the Epstein files multiple times. Yep. Trump hasn’t felt this panicked since he accidentally ate an impossible burger. Jimmy Fallon"
Jimmy Fallon,You can tell Trump’s nervous because he just replaced his Diet Coke button with a Xanax lever. Jimmy Fallon
Jimmy Fallon,This is supposed to be the summer I turned pretty.
Jimmy Fallon,"LOL, guess who ain’t in the Epstein files."
Jimmy Fallon,Can I get a Budweiser?
Jimmy Fallon,"Yeah, 50,000 Miller Lites. Which is about the number you need to feel anything. Jimmy Fallon"
Stephen Colbert,"Boy, I would 8-2 be Trump right now."
Stephen Colbert,stopped hanging out with Trump when he realized Trump was a crook.
Stephen Colbert,"This scandal is costing Trump a lot of allies. The latest to jump ship is the QAnon shaman. This has deep repercussions, because when you lose the Q shaman, you inevitably lose Fred, Barney, and the entire Loyal Order of the Water Buffalo. They’re gone! Stephen Colbert"
Stephen Colbert,"It’s true. Nothing artificial for me. They harvest my dinner straight from the nugget bush, and then they milk the Diet Coke cow. Got to milk it every day, or else they explode from the carbonation. Stephen Colbert as Trump"
Unknown,You know what? I’m done with Black people.
Seth Meyers,"The Trump Files, featuring Jeffrey Epstein."
Seth Meyers,"They’re so desperate to distract everyone, they’re claiming that Barack Obama is guilty of treasonous conspiracy, and leading a coup against Trump. Barack Obama? The guy couldn’t even get away with smoking a cigarette in his own house. Seth Meyers"
Seth Meyers,"Aliens exist. They live here on Earth. In fact, one of them used to be my lawyer."
Seth Meyers,"While speaking yesterday at an A.I. Summit, President Trump said that people don’t realize there are over 200 countries, and that’s because there are 195 countries. Seth Meyers"
Seth Meyers,"If you’re going to stand there and confidently get things wrong, why do we even need A.I.? Seth Meyers"
Seth Meyers,"Beautiful baby that’s born. We have to grow that baby and let that baby thrive,"
Seth Meyers,"Former President Joe Biden has reportedly reached a deal to sell his presidential memoir for a $10 million advance. So, for you kids who are worried you’re not qualified for the job you want, Joe Biden is getting $10 million to remember things. Seth Meyers"
Seth Meyers,"During a press briefing yesterday, Director of National Intelligence Tulsi Gabbard said that she’s found emails from the Democratic National Committee that claimed Hillary Clinton had, quote, “psychoemotional problems.” Wow, we really dodged a bullet. Could you imagine having an emotionally unstable president? Seth Meyers"
Seth Meyers,"Disney+ has announced a new partnership with the pool-sharing platform Swimply to offer a “dive-in” movie theater experience in Los Angeles, where guests can swim while they watch films. And you won’t even have to miss anything when you need to pee. Seth Meyers"
Seth Meyers,The U.S. Postal Service yesterday released new commemorative stamps specifically to commemorate a time long ago when people needed stamps. Seth Meyers
Seth Meyers,bothers other people more than me.
