name,monologue
Jordan Klepper,"Whoa, Tim Kaine went full Maury Povich out there,"
Jordan Klepper,the dude who makes sure everyone at the frat house has their story straight.
Jordan Klepper,How many push-ups can you do?
Jordan Klepper,"No biggie! My dad was always mixing up me and my siblings’ names, and he launched perfectly successful counter-offensive rapid-deployment amphibious incursions into Iran all the time."
Jordan Klepper,"‘Look, we’re all piece of sh*t here! Let he without an Ashley Madison premium account cast the first stone!'"
Jordan Klepper,"A military cannot function unless it’s staffed by a system based on pure merit, where only the most qualified people rise to the top. So says the next Secretary of Defense, who will run the most complicated, powerful, deadly organization the world has ever known. And whose only qualification is that Trump liked watching him sit on a couch on Saturday mornings."
Stephen Colbert,allegations of excessive drinking both after work and at work—otherwise known as always.
Stephen Colbert,"Oh, you think you can run the military? That’s not what your mom said last night!"
Stephen Colbert,"Tell me a joke!,” Colbert was at the ready. “I got one. A drunk, a cheating husband, an an accused sexual predator walk into a bar and the bartender says, ‘Table for one, Mr. Hegseth?'"
Stephen Colbert,"Boom! When people find out what Trump did, his chances of being reelected two months ago are gonna be pretty slim."
Stephen Colbert,"It feels like we’re all James Bond strapped to the table and the laser is inching toward our crotch,"
Stephen Colbert,"YMCA” in 2020, Colbert joked, “Evidently, the band is trying to go in a new direction, and that direction is toward money."
Stephen Colbert,It’s a mountain of evidence. It details the unconstitutional and criminal behavior we all already knew he did when we reelected him.
Unknown,"My Roommate,” and “I’m a Cruiser"
Unknown,"Joe Biden is old” vein for all it has left, noting of Biden’s Wednesday farewell address, “Biden will say goodbye to the nation while the nation will say, ‘Oh wow, you’re still here?'"
Jimmy Kimmel,"elites” setting the fires to cover up imprisoned accused sex criminal Diddy’s secret evidence tunnels. As Kimmel joked over a map of the afflicted areas, “These bonehead elites somehow managed to burn everything but Diddy’s house."
Jimmy Kimmel,Hegseth was hammered… by Democrats.
Jimmy Kimmel,"In other words, just the dude you want in charge of an $800 billion budget and the security of the free world."
Jimmy Kimmel,"so scared of Donald Trump,"
Jimmy Kimmel,"Tell me a joke” would-be zinger. “Oh, you got so close,"
Jimmy Kimmel,"Sticking the landing, it’s the hardest part."
Jimmy Kimmel,YMCA” going forward as “the gayest anthem of all time.
Jimmy Kimmel,It is fun to know that Elon Musk has paid a billion dollars now for front seats at a Village People concert.
Seth Meyers,It will be the first time Trump has ever paid a construction worker on time .
Seth Meyers,"You know what they say, the enemy of my enemy is my friend—unless it’s Steve Bannon."
Seth Meyers,"And this is nice, Bing ponied up fifty bucks."
Jimmy Fallon,"Based on who’s taking office on Monday, it might be a while before we see another farewell address."
Jimmy Fallon,‘Should we drive separately or carpool in one penis-shaped spaceship?'
Jimmy Fallon,"That’s right,” said Fallon, “Americans would literally rather learn Mandarin than use Instagram Reels."
Jimmy Fallon,"American tech companies are like, ‘Hey, we also spy on you!'"
Jimmy Fallon,"Actually, the CEO of Dunkin’ said, ‘Anybody can come in but you gotta punch the biggest guy in here to establish yourself.'"
