name,monologue
Seth Meyers,"‘You might not like me, you might even hate me. You might despise me so much that the sound of my voice haunts your nightmares and the sight of my grotesque, leathery face fills you with an all-consuming, incandescent rage that burns so deeply within the recesses of your soul that it fills you with, every waking moment, thoughts of bitterness and contempt, and when you see my ghastly countenance on television, you howl in pain. You howl like Ahab grappling to the last with his nemesis the whale. ‘From hell’s heart, I stab thee,’ you say, ‘for hate’s sake, I spit my last breath at thee!’ But still, you gotta vote for me.'” seth meyers"
Seth Meyers,"During last night’s town hall, Donald Trump criticized ABC News anchor George Stephanopoulos and said that his interview with President Biden was ‘the softest interview I’ve ever seen.’ You’re gonna say that while you’re being interviewed by Sean Hannity? I ask tougher questions when John Oliver is here."
Seth Meyers,"In a Fox News town hall last night, former President Trump said the word ‘weird’ eleven times in about 30 seconds. Good thing he stopped at 11, because 12 times would have summoned J.D. Vance to the stage."
Seth Meyers,"running around” the Fox News studio] “And what do you mean they’re ‘running around?’ Mosquitoes are running arou—he can’t even talk about mosquitoes in a normal way. ‘You know the worst thing about these mosquitos running around, is you can’t hear their tiny footsteps. That’s why we need a wall made of citronella. And we’re gonna make the mosquitoes pay for it.'"
Seth Meyers,"First of all, the opposite of ‘weird’ isn’t ‘solid,’ it’s ‘normal.’ That’s something you might know if you weren’t—and I wish there were a better word for this—f**king weird."
Seth Meyers,"Second, just blurting out, ‘We’re not weird guys!,’ isn’t doing the work you think it is. It wasn’t even the question, nobody said anything about weird. Can you imagine Trump as a contestant on Family Feud . ‘Top five answers are on the board: Name something you bring to a party.’ [Buzzes in] ‘A parakeet, a Ziploc bag full of pills, a rubber dog turd, I’m not weird.'"
Seth Meyers,"It f**king took both of them working together. He’s the former President hoping to be the next President, they treated him like a customer on QVC who can’t make up their mind."
Seth Meyers,"Former President Trump said in an interview yesterday that his son Barron has enrolled at New York University and added, ‘He has a very high-aptitude child but he’s no longer a child. He’s just passed into something beyond child-dom.’ I think the word you’re looking for is ‘adulthood.’ And the other word you’re looking for is ‘childhood.’ And the other word you’re looking for is ‘Barron.'"
Seth Meyers,I had such second-hand embarrassment watching that that I had to peer through my hands like it was a Saw movie. This dude orders donuts like his kidnapper’s watching him from the car.
Seth Meyers,"And I love how, unprompted, he immediately just throws Vance under the bus. ‘Mr. President, how would you solve inflation?’ ‘Well, you know everyone is saying that J.D. is a very weird man, you know. He’s obsessed with childless women and he can’t even order donuts without creeping everybody out, but I don’t think he’s weird. Solid rock!'"
