name,monologue
Jimmy Kimmel,[McConnell] will be retiring to the Galapagos Islands to spend time with the other 500-year-old turtles.
Jimmy Kimmel,"If Muslim Democrats in Michigan withhold their votes, [Biden] could lose that state, which would elect Trump, which would immediately turn Gaza into a giant, Moses-themed golf resort. But the important thing is to vote with your rage."
Jimmy Kimmel,"When people showed up, they found something very different from what they saw on the website. What they saw was basically a big, empty warehouse with vinyl backdrops tacked to the wall, they got to see Willy Wonka’s famous portable power generator, and they got to meet what appears to be a meth lab Oompa Loompa."
Jimmy Kimmel,"Today Biden issued an executive order to safeguard American data from our foreign enemies, who are working hard to try to steal it. Its called the Change your Password from ‘Password’ act."
Jimmy Fallon,McConnell said that it’s time for new leadership. And then he looked around the Senate and realized the next generation is 75.
Jimmy Fallon,"After nearly two decades as the Republican leader of the Senate, McConnell is stepping down. He’s 82, so that can only mean one thing—he’s running for president."
Jimmy Fallon,A woman in California stole an idling Amazon delivery van because she was in a hurry to get home. Now she’s expected to arrive in prison in 1-2 business days.
Seth Meyers,"Thanks to the woke left, another Confederate statue has been taken down."
Seth Meyers,"Biden’s not Forrest Gump in that situation, I am! I’m the one standing next to a world leader not knowing why I’m there, wishing I was just playing ping-pong. He not the Gump, I the Gump!"
Stephen Colbert,"Joe Biden won with 81 percent of the vote . That’s one percent for every year he’s been alive and God help us, that joke works."
Stephen Colbert,"In every primary so far, Trump has done significantly worse than the polls predicted. If this trend continues until November, he’ll get negative 23 percent of the vote. Or, as he calls it, total victory."
Stephen Colbert,"These are people who previously supported Biden but voted to send him a message to change his behavior. You know, how you would tell a child you can’t have dessert until you clean your room and figure out who gets Jerusalem."
Stephen Colbert,That [3 percent] showing inspired Williamson to un-suspend her campaign today. That’s the ultimate proof that she’s an optimist—she always sees the glass as 3 percent full.
Stephen Colbert,old man is old and likes ice cream.
Michael Kosta,"uncommitted” protest vote against Biden by Dems]: “Of course, in this particular situation the guy who would take his place is Trump. Not only is he not sympathetic to your cause, he’s said he’s gonna add Gazans to the Muslim Ban. It’s like convincing your sister to break up with that guy who’s no good for her and then next Christmas she shows up with Pennywise."
Michael Kosta,"Have you ever seen the movie? Traumatizing kids is the authentic Wonka experience. Oh, I’m sorry, you had to drink a plastic cup full of lemonade? Violet Beauregarde has to buy three airline seats from now on."
Michael Kosta,"Look, you can debate viability or conception. Do I have to take this petrie dish to the playground and give it snacks all day? No? Then it’s not a person. I’ve seen sourdough starters more alive than that."
Michael Kosta,[Gun nuts] have the same approach to guns that snobby liberals do to wine. ‘Unless it comes from the machine gun region of France it’s only a sparkling rifle.'
