name,monologue
Conan O'Brian,"Yesterday yet another person jumped the White House fence. It happened again. On the bright side, at least Michelle Obama is finally getting more Americans to exercise. "
Conan O'Brian,"The stock market is going crazy. Earlier this week, Warren Buffett lost $2 billion. Luckily, Buffett found it this morning under a pile of $8 billion. "
Conan O'Brian,"Scientists found they have evidence that human beings had sex with Neanderthals. Apparently the evidence is any episode of the ""Real Housewives of New Jersey."" "
Conan O'Brian,Kenny G caused a controversy. I never get to say that. He tweeted his support of the Hong Kong protesters. Now China's communist government is mad at him. China has threatened to pill Kenny G's music out of all of their elevators. 
Conan O'Brian,An Apple computer built by Steve Jobs in his garage in 1976 sold for nearly $1 million. It makes it the most affordable Apple product currently on the market.
Jimmy Kimmel,"Last night, someone jumped the White House fence again. See, the problem is, if the pizza doesn't get to Obama in 30 minutes, it's free. And that comes out of their paycheck. "
Jimmy Kimmel,"A 23-year-old man from Maryland scaled the fence and started running on the White House lawn. He didn't get very far. He was almost immediately attacked by two Secret Service dogs, which is good news, because I think we finally found a plot for ""Air Bud 3."" "
Jimmy Kimmel,There have been seven fence jumps now at the White House so far this year. Maybe it's time the president gives Joe Biden a key.
Jimmy Kimmel,"Fortunate for the intruder, dog bites are covered under Obamacare, so he will be fine. "
Jimmy Kimmel,"Maybe people would stop trying to jump the fence if the first lady weren't taunting us by growing gardens full of that sweet, sweet kale. "
Craig Ferguson,It's a great day for America — or is it? Because today is National Talk-Show Host Day. Yep. That is a real thing. How sad is that?
Craig Ferguson,"""National Talk-Show Host Day"" is the day we honor middle-aged white guys brave enough to mock the misfortunes of others from the safety of their TV studios. Hooray!"
Craig Ferguson,"There is a big party tonight at the late-night talk-show host clubhouse. No women or minorities allowed. Hey, I didn't make the rules! "
Craig Ferguson,"The good news is that today CBS sent me a cake for National Talk-Show Host Day. The bad news: It said ""To Craig Kilborn."" "
