name,monologue
John Oliver,"Last Week Tonight with John Oliver Season 9 Episode 2 Aired on February 27, 2022"
John Oliver,"Welcome, welcome, welcome to “Last Week Tonight!” I’m John Oliver. Thank you so much for joining us. And look: it’s clearly been a very busy week, because we don’t even have time to get into the fact that Ketanji Brown Jackson became the first black woman nominated to the supreme court or that the governor of Texas decided to target trans children and their parents for no fucking reason whatsoever. And that’s because we have to begin tonight with Ukraine . It’s the story you’ve either been persistently avoiding because it’s stressing you out or that you’ve been following obsessively for the exact same reason. As we’re all now painfully aware, Vladimir Putin , Russian president and World War III edgelord, began an assault on the second-largest country in Europe, shelling several cities and sending troops across the border. It has been horrifying to watch, and CNN, during its coverage of air raid sirens in Kyiv, somehow found a way to make it even worse, with this terrible transition to break."
John Oliver,♪ A little bit of ♪ ♪ chicken fried ♪ ♪ cold beer on a Friday night ♪ ♪ a pair of jeans ♪ ♪ that fit just right ♪ ♪ and the radio up ♪
John Oliver,Get five boneless wings with any handcrafted burger.
John Oliver,"It’s not great, is it? It’s not just that it cut to a commercial for a restaurant chain whose food can only be described as “sometimes warm.” It’s just so aggressively American. From the country song that thinks listing food counts as lyrics all the way to this human boot barn shaking his non-existent ass. Applebee’s actually put out a statement afterward apologizing, saying, “we are deeply concerned about the situation in Ukraine. The ad never should have aired, and we are disappointed in the actions of the network.” And that’s some deft international diplomacy from the home of both the grilled “oriental” chicken salad and the “tipsy” leprechaun. And you know, when Applebee’s is apologizing for interrupting the coverage of Russia invading Ukraine, this week got seriously out of hand. Condemnation of Putin’s invasion has been widespread from the U.N. Secretary General, the Pope, and even George W. Bush , who stated “I join the international community in condemning Putin’s unprovoked and unjustified invasion of Ukraine.” And hold on — not from you. You are not the guy for this one. Because that statement only would have made sense if it ended with “oh, shit, now I hear it. Sorry. I’ll shut the fuck up now.” Now, for the time being, instead of putting troops on the ground, countries around the world have announced a flurry of sanctions on Russia. But Putin seems to have taken that into account, because in the eight years since invading Crimea, he’s taken steps to blunt their impact, by restructuring Russia’s economy for the specific purpose of withstanding western financial pressure. It’s just one of many ways in which — as shocking as the speed of this week’s events may have been — they were actually depressingly predictable. Putin’s been laying the groundwork for this for years. State media has long pushed fake stories of Ukrainian brutality, including at one point, alleging that the Ukrainian military had tortured and then crucified a three-year-old, a claim for which no one could turn up any evidence. And that’s just one incident of many. Just this year, Russian state media has been airing “false flag” videos to try and build a pretext for an invasion — some of which were pretty sloppily put together."
John Oliver,"On February 18, pro-Russian separatists released a video showing a gun battle in the forest. “ABC News” confirms it appears to be created on February 8, that’s ten days earlier than the alleged attack. Further analysis indicates some of the explosions in the video were actually taken from a 2010 defense forces training video."
John Oliver,"Oh, come on, Russia. You’re stealing explosions from Finnish defense forces? If you’re going to go to the trouble of faking footage, at least put some effort in. Steal the whole thing and throw in some t-rexes in from Jurassic Park too. Have fun with your lies as you’re dragging the continent into pointless war. The point here is, this has been in the works for a long time. You might have heard Putin frame the invasion as the “denazification” of Ukraine, and thought, “hold on, that’s a weird thing to say.” But he’s been making that bullshit case for years now, despite the fact Ukraine’s current president is both Jewish and had family members die in the holocaust. And I don’t want to play “who’s the biggest Nazi” here — that, after all, is what Twitter is for — but between Zelensky and Putin, if you are looking for who is more like Hitler, I’m going to go with the ethno-nationalist despot invading sovereign European territory and who’s also a terrible fucking painter. Putin has doggedly pursued this and hasn’t seemed to want to hear any arguments against it. This week began when Putin officially recognized these two regions in Ukraine [Luhansk and Donetsk] as independent, which set the invasion in motion. And in a security council meeting at the Kremlin on Monday, just watch how he dressed down his own spy chief after the man suggested maybe trying diplomacy one last time."
John Oliver,"[Sergei Naryshkin, Director, Foreign Intelligence Serice] I would agree with Nikolai Platonovich’s proposal that we can give our so-called Western partners one last chance. Otherwise, we have to make the decision we are discussing today."
John Oliver,"[Vladimir Putin] What does that mean, ‘otherwise’? Are you suggesting we start negotiations?"
John Oliver,[Putin] Or recognize sovereignty of the republics?
John Oliver,[Naryshkin] I will support the proposal of recognition…
John Oliver,"[Putin] You will support, or do you support? Speak directly, Sergei Yevgenievich!"
John Oliver,[Naryshkin] I am supporting the proposal…
