name,monologue
John Oliver,"Last Week Tonight with John Oliver Season 9 Episode 7 Aired on April 10, 2022"
John Oliver,"Welcome, welcome, welcome to “Last Week Tonight!” I’m John Oliver. Thank you so much for joining us. It’s been another busy week. The senate confirmed Ketanji Brown Jackson to the supreme court. Elon Musk joined the board of Twitter, presumably to innovate new ways to make it worse. And the Russian invasion of Ukraine continued to escalate, with reports of unfathomable horrors, strongly suggesting war crimes, if not genocide. And look, I know this is allegedly a comedy show, and I’ve just said the most upsetting collection of words since “Louis CK wins Grammy for best comedy album.” But we do need to at least briefly deal with what’s going on in Ukraine, and particularly Bucha, site of some of the worst images to emerge this week. Because Russian state tv is going out of its way not to. Here is how one broadcaster there spun those terrible images of bodies in the streets."
John Oliver,"There are people on the screen that are lying dead in the street with white arm bands. What does that mean? It means that after Russian forces left Bucha, the so-called liberators came in and they simply killed peaceful civilians. On the screen, people are moving. That means that actors were also involved. A conclusion out of all of this is that to achieve their media goals, the Ukrainian Kyiv regime, killed its own people."
John Oliver,"Yeah, so that man’s official argument is Ukrainians killed their own civilians, who actually aren’t civilians; they’re actors who were just pretending to be dead, and the Ukrainian government itself is responsible for the real slaughter of its own fake civilians. That’s obviously ridiculous, and also ignores the first rule of lying: don’t overcomplicate. There’s a reason the line is “I definitely have a girlfriend, she just goes to another school” and not, “I definitely have a girlfriend, she’s actually twins, sometimes they merge and became one really big girl, I’d invite you to come over and meet them, but that might be confusing, because I am you from the future.” Russian state tv has been grasping at straws all week, with a presenter at one point arguing, as evidence that Bucha was the site of a false flag attack, that “Biden said that Putin is a butcher. Bucha sounds like butcher. How could they not take advantage of such a town?” Which is just insane. If bad things only happened in places with names that sounded scary, all of America’s worst shit would be happening in Tombstone, Arizona, Cape Fear, North Carolina, or hell, Michigan and not where it actually happens: Tallahassee, Florida. But this flagrant lying is consistent with how Russia’s state media’s dealt with this war from the beginning. At first, they refused to even acknowledge there was a war, let alone address casualties. Just watch what happened last month when a military officer merely mentioned Russian deaths."
John Oliver,"[Speaking Russian] our guys are really out there— but Donetsk and Luhansk [forces], and our special operation forces— they’re dying now. And our country—"
John Oliver,No no no no no no! I don’t want to hear this! Wait!
John Oliver,I just want us to stand up now and honor their memories at least with a minute of silence. Our men.
John Oliver,Our boys that are still fighting over there for Russia and for the Donbas.
John Oliver,"Wow, close call there! Russian viewers almost learned that their troops were being killed until that host jumped up and screamed “whoa, whoa, whoa, ixnay on the asualties-kay.” Some truly grade-a propaganda work from the network that brought you “shut up about Vladimir Putin’s election fraud” and “poisoning opponents? La, la, la. I can’t hear you.” It seems Russia is determined to deny the obvious and to justify the indefensible here. But that’s getting increasingly hard to do. And if you think “those bodies are actually actors” is as pathetic as it got, just listen to Rossiya-24’s ridiculous explanation."
John Oliver,"This is how the preparation for performance, literally, of military actions in Ukraine is taking place. As you can see, it’s quite uncomplicated. Two people in military uniforms carefully wrap the mannequin with tape. Obviously, they are going to pass it off as a corpse."
