name,monologue
John Oliver,"Last Week Tonight with John Oliver Season 2 Episode 2 Aired on February 15, 2015"
John Oliver,"Welcome to Last Week Tonight. I’m John Oliver. Thank you for being with us. A quick recap of this week. We begin tonight in Yemen . Home to 26 million Yemeni people and 27 million American drones. For years Yemen has worked closely with the US on counterterrorism issues. Unfortunately their government collapsed recently. This week, things got even worse."
John Oliver,"The United States closing down its embassy in Yemen. The State Department evacuated dozens of diplomatic officials, urging all Americans to leave that country immediately."
John Oliver,"Yes, if you are an American diplomat in Yemen, evacuate. If you’re an American tourist in Yemen, what the fuck were you doing taking a vacation in Yemen? Bad choice. A rebel group called the Houthis appears to be in charge in Yemen. So, who are they? And can we work with them?"
John Oliver,"When you speak to them, they’re quite polite and pleasant."
John Oliver,"Lovely. How lovely. Rebels who are polite and pleasant. Y’know, like Drake. This all sounds like it’s tremendous news, unless I interrupted you too early."
John Oliver,"They’re polite and pleasant, but one of their slogans is: death to America."
John Oliver,"Okay then, okay. That is completely unacceptable. Unless they’re referring to the ’70s soft rock band America. In which case I totally support them. You’ve been through a desert on a horse with no name? Did it ever occur to you it’s your job to name the horse? Call it Cinnamon and ride back. You might notice he said, one of their slogans. And that’s because the full slogan reads: “God is great, death to America, death to Israel, curse the Jews,” “victory to Islam”, which is horrifying, but still slightly less odious than “I’m Lovin’ it.” Also there is some potentially good news here: not only are the Houthis against Al Qaeda. They may be actually trying to moderate their tone."
John Oliver,"I interviewed their leader here and he was very adamant about trying to have better relations with the US and he even went so far as to repudiate their slogan and say “that’s just a slogan, we don’t mean it literally."
John Oliver,"Okay then. At this point the phrase “death to America” lost its meaning. It’s like, we should really hang out sometime or I’m sorry, or I love you, they’re things to say…"
John Oliver,"Moving on to other major news this week, we saw the worldwide release of Fifty Shades of Grey . It’s done surprisingly well, despite the fact that Jamie Dornan is not my Christian. Hashtag #notmychristian. The media has been very excited about this all week. Who would not be excited to watch scintillating dialogue such as this?"
John Oliver,"That’s impressive. You a girl scout? No, organized group activities aren’t really my thing. – So what is your thing? – I don’t know. Books."
John Oliver,"My penis just yawned. I will say… This movie has provided a fascinating glimpse into the attitudes of various countries. The UK gave it their equivalent of an NC-17 rating, while Malaysia banned it, calling it more pornography than movie. Although, on the basis of that clip we saw, it’s more Home Depot commercial than pornography. There is one country that went in a different direction."
John Oliver,"Here in the US, 50 Shades of Grey is rated R, kids under 17 must be accompanied by an adult. The French are giving the green light to kids as young as 12."
John Oliver,"Yes, France is allowing 12-year-olds to watch Fifty Shades of Grey . That is maybe the Frenchest thing imaginable other than a croissant sitting in a café eating a baguette, or maybe a mime feeding invisible cheese to his invisible mistress with a visible erection. It’s pretty French. Just out of interest for me, what was the reasoning for such a rating?"
John Oliver,The French official says isn’t a film that can shock a lot of people. The decision wasn’t unanimous but that’s only because some there thought there shouldn’t be any age restriction at all.
John Oliver,"Even 12-year-olds in France will find the movie tame. It was an amusing erotic trifle, I suppose. The lovemaking was passable, belt play is pedestrian. N’est pas?"
John Oliver,"Finally: a little update on Ecuador . You may remember last week, we poked fun at their president, Rafael Correa , who’d been calling out his Twitter and Facebook critics by name and encouraging supporters to attack them online. He saw what we did and was not thrilled. And the reason I know, and this is true, the President of Ecuador has been shit-talking me on Twitter all week long, saying, and this is true, among other things… He said “these gringo talk shows are as unpleasant as a diuretic. Do British comedians exist? Are you all sure about this?” And he’s right. British comedian is an oxymoron. Much like jumbo shrimp or Ecuadorian President who prioritizes his time wisely, but it gets worse. Just yesterday, Correa gave his weekly televised address to the nation and he was still annoyed about this."
John Oliver,"With international backing there is a funny campaign that says that we are against humor because now they will show you Twitters that we want to stop. Imagine that, me, against humor? But my jokes are known worldwide!"
John Oliver,"Let me stop you there. That’s almost true. It’s not so much that your jokes are known worldwide, as that you are becoming known worldwide as a joke. That’s the thing… I would stop this. I would stop making fun of Correa’s oversensitivity, but he has a history of stifling dissent in Ecuador. He’s clamped down on journalists, from suing a newspaper that said he was acting like a dictator, to humiliating a young female reporter who asked him a tough question, calling her a horrible fatty. Fatty is one of the least presidential words imaginable. It’s right up there with awesomesauce and fingerblast. You don’t want to hear that from a world leader."
John Oliver,"There is one thing however I would like to correct from last week. I showed a clip of this clown during Correa’s speech. It turned out that was actually no random clown. That was Tiko-Tiko , a beloved children’s entertainer. Tiko-Tiko was upset and called me grotesque. When a clown calls you grotesque, it hurts. I will apologize to Tiko-Tiko, and I’ll tell you why, because I do not want this man angry with me. That plays in the background when a psychopath ties you up and tortures you with dental instruments. I am sorry, Tiko-Tiko. Please don’t make me saw my leg off to escape you."
John Oliver,"And now, this. Last Week Tonight asks, how is this still a thing? Sports Illustrated swimsuit issue . How is this still a thing? Sports Illustrated, the preferred magazine of dads since 1954, highlighting great moments in sports, from the miracle on ice to that one time Vince Lombardi got punched by Green Bay Packers. Every February, S.I. releases its most popular annual issue to a creepy chorus of approval."
John Oliver,"Check it out, Mike Jerrick, look at the screen. The swimsuit issue is coming out next Tuesday, a great magazine."
John Oliver,"It’s even worse when the models are in the studio. Will you be my Valentine? I want the chocolate but there’s a little bit of a waiting list. Thank you so much. Courtney, I love you baby. Courtney is Taryn’s wife. Expecting their first child any moment now."
John Oliver,"The swimsuit edition was created by Andre Laguerre in 1964, to boost sales between sports seasons. It was a perfect expression of the sixties, a time of such rampant casual sexism, that it eventually gave birth to the sexual harassment in the workplace film."
John Oliver,"If you two want to get knocked up, John and I are glad to help you."
John Oliver,"But as society moved on, the swimsuit issue not only hung around, it became the magazine’s key selling point."
John Oliver,"You get basketball, football, tennis, golf and… And the famous swimsuit issue."
John Oliver,Revealing 1991 swimsuit issue and the free sneaker phone.
John Oliver,"The swimsuit issue is still moving copies. It sold more than 800,000 copies on newsstands in 2013, more than 10 times what a regular issue of Sports Illustrated sold. Which raises the question, why? Sure at one point it was tantalizing to receive a once-annual printed magazine of scantily clad women. Do people not understand they could now just type “naked ladies” into the internet and see what Google throws at them? Even S.I. seems to know it’s losing relevance, every year they provoke an attention grabbing controversy. Whether it’s using other country’s citizens as props."
John Oliver,"Some are calling them at best, culturally insensitive."
John Oliver,Objectifying women with an actual object.
John Oliver,Barbie is on the cover of the swimsuit issue and there is outrage.
John Oliver,"Or this year, baiting the media with this bullshit."
John Oliver,"Some are questioning whether the cover is too lewd. Too risqué? When the line goes this far, what’s left?"
John Oliver,"The vagina is what’s left and one of these years, in an act of desperation, S.I. will put one on the cover. Until that time, it’s left to the rest of us to ask ourselves: the Sports Illustrated swimsuit issue, how is this still a thing?"
John Oliver,"Moving on. Our main story tonight is tobacco . It used to be a cornerstone of American life. It was how we knew sex was over before the female orgasm was invented. Even if you didn’t smoke, you could not escape those who did. Cigarettes were in the hands of trusted newsmen, beloved cartoon characters, and cowboys in TV commercials."
John Oliver,"You had your supper and coffee, the horses are settling down, you start to think about Saturday night in town. Come to where the flavor is. Come to Marlboro country."
John Oliver,"That’s the iconic Marlboro man, as synonymous with freedom as he was with dying from smoking-related diseases because that’s what happened to at least four of the actors who played him. Four dead actors! It’s like if there was a gas leak on Whose Line Is It Anyway? Why did you all have to yes and each other?"
John Oliver,"It is weird seeing cigarette ads now. For the past half-century, America steadily limited how tobacco companies are able to behave. We’ve put warning labels on packaging and banned cigarette ads, executives defended themselves against public-health questions."
John Oliver,"It’s true, that babies born to women who smoke are smaller, but they’re just as healthy as the babies born to women who do not smoke and some women prefer having smaller babies."
John Oliver,"You heard it, pregnant ladies: enough cigarettes and you’re pretty much just shooting out Lego babies. They fit in Star Wars toys! Who wouldn’t want that? That’s adorable! By the late ’90s, tobacco companies retired not just the Marlboro man, but also Joe Camel, whom people ridiculously accused of being targeted at children, because he was a cartoon camel who dressed like the Fonz and smoked. These restrictions helped lower smoking rates in the US from about 43 percent in 1965 to 18 percent today. Which you would assume would decimate the American tobacco industry. Which is what makes this clip from 2008 so surprising."
