name,monologue
John Oliver,"Last Week Tonight with John Oliver Season 11 Episode 28 Aired on November 3, 2024"
John Oliver,"In this episode of Last Week Tonight , John Oliver discusses Donald Trump’s business ventures, focusing on how they have evolved since he left office. He highlights Trump’s willingness to slap his name on products, from Truth Social to NFTs, to make money, especially as legal costs and judgments mount against him. Oliver warns that if Trump wins the next election, he could exploit his businesses in areas like cryptocurrency and social media, where regulations are still forming, to enrich himself and further conflicts of interest. He contrasts this with Kamala Harris ’s policies, emphasizing the importance of voting against Trump despite frustrations with the current administration, especially in light of the global and domestic risks a second Trump presidency could bring."
John Oliver,"Welcome, welcome, welcome to Last Week Tonight! I’m John Oliver . Thank you so much for joining us. It has been a busy week. From a judge announcing Eric Adams’ trial will begin in April, to both Heidi Klum and Janelle Monae coincidentally dressing up like E.T. for Halloween. But we’re going to dive straight in with our main story tonight, which concerns Donald Trump , star of Home Alone 2 and all of your anxiety attacks."
John Oliver,"We’ve talked all year about the many good reasons not to vote for him: his mass deportation plans, his reshaping of the courts, Project 2025 , everything he said or did before his presidency, everything he said or did during his presidency, everything he said or did after his presidency, and the fact it should be unconstitutional to have a vice president named J.D. But tonight, we’d like to focus on something that’s been talked about a little less: his business ventures."
John Oliver,"Which, to be clear, are not to be confused with the unofficial Trump products that just have his name slapped on them, like this. He’s here! Everyone’s favorite fish, “Trumpy Trout!” No one has ever seen a fish like me . Trumpy Trout is an animatronic talking fish with a big personality. I am the hugely bigliest fish in the pond. Mount him to your wall, or use the built-in stand to display him proudly on your desk. Now you’ll never miss a Trumpy Trout rally. I’m building a new pond, and the bass will pay for it."
John Oliver,"We all see it, right? Please—please tell me we all see it. They want you to put your dick in that, right? I’m not saying that’s what I want to do! I’m saying that’s what they want me to do. Why else would they design it like some sort of Bass Pro Shop-sponsored flesh-light? All I’m saying is, ladies, if your husband asks you for a Trumpy Trout this Christmas, it’s over."
John Oliver,"Incidentally, according to their website, they allow returns in the first 60 days, no questions asked, which feels like a huge mistake, because I’m guessing their warehouse is now full of splooge-covered trout. Again, that’s not an official Trump product. I only showed it to you to horrify you. And now you have seven days to show that video to someone else."
John Oliver,"But there are lots of moneymaking ventures that do have Trump’s seal of approval, and from which money flows to him. And while all former presidents end up finding ways to make money, Trump’s in a category all his own. Since he left office, his companies resumed their golf and real estate deals abroad, announcing projects in Saudi Arabia, Dubai, and Vietnam. He’s also been hawking official Trump coins, a Trump-branded Bible, and the “Never Surrender” high tops, which look like what Mr. T would wear with a tuxedo."
John Oliver,"Even more recently, he launched a line of Trump watches, with one retailing at $100,000. The Trump Victory Tourbillon . This isn’t just any watch. It’s one of the best watches made. It’s a tourbillon watch, with almost 200 grams of gold and more than 100 real diamonds. That’s a lot of diamonds. I love gold. I love diamonds. We all do."
John Oliver,"I think this goes without saying, but that’s the ugliest watch I’ve ever seen. It makes your wrist look like it’s having a midlife crisis. It looks like it was made by melting down King Charles . It makes you look like you just fisted C-3PO ."
John Oliver,"And look, the fact Trump’s willing to slap his name on random products is nothing new. It’s always been part of his M.O. But the scope of his business ventures has actually escalated sharply recently. Which, in a way, makes sense. Since leaving office, he’s spent $100 million on legal costs, at an average of more than $90,000 a day. And on top of that, there are the multiple judgments hanging over him. There’s the civil fraud case in New York, for which a judge ordered him to pay $355 million in damages, and the two civil cases brought by E. Jean Carroll , in which he was found to have sexually abused and defamed her, and for which he was ordered to pay about $88 million."
John Oliver,"Now, does nearly half a billion in penalties hanging over his head make the greediest man to ever live even greedier? Maybe, maybe not—after all, Trump’s always operating at maximum greed, the same way the ocean’s always operating at maximum wet. But it does mean he’s a little more desperate. Especially because if his appeals fail and he doesn’t come up with the money, courts could order that his assets be seized and sold. So, he’s now more incentivized than ever to bring in as much money as possible—and if the election goes his way on Tuesday, he’s got some troubling new ways of doing that."
John Oliver,"So tonight, let’s look at Trump’s businesses—what’s changed about them since last time around, and what havoc they could wreak."
John Oliver,"And let’s start with the fact that we always knew there were going to need to be ethical guardrails during Trump’s first term. Unfortunately, what became clear was that our system of ethics was largely based on norms that could be ignored. For instance, Trump wasn’t required to release his tax returns—so he didn’t. Similarly, nearly all presidents since the 70s have put their assets into a blind trust. But Trump wasn’t required to do that either, so didn’t. And even he was taken aback by this—here he is talking to reporters just a few days after he won."
John Oliver,I assumed that you’d have to set up some type of trust or whatever and you don’t. And I was actually a little bit surprised to see it.
John Oliver,"Yeah. And I think we all know, if Trump’s not required to do something, he’s not doing it. It’s why he doesn’t say he lost the last election or hug his children or bother to learn the fucking dance moves to the YMCA . For the love of God, move your arms above your shoulders, you human pot roast."
John Oliver,"Instead, Trump put his assets in a revocable trust that he could access any time he wanted—run, by the way, by his sons and the company’s CFO—a man who’s since gone to jail twice for lying under oath and dodging taxes."
John Oliver,"So those were the norms he blew past. But he also ignored the few laws that were in place. For instance, the emoluments clause of the Constitution forbids the president to accept money payments or gifts “of any kind whatever” from foreign governments unless he obtains “the consent of the Congress” to do so. But an investigation released earlier this year—of just the first two years of his presidency—seemed to find some pretty clear violations."
John Oliver,"The House Democrats’ new report found that while Donald Trump was president, his businesses raked in $7.8 million from 20 foreign governments. Topping the chart, China, followed by Saudi Arabia, and Qatar."
