name,monologue
John Oliver,"Last Week Tonight with John Oliver Season 7 Episode 25 Aired on October 4, 2020"
John Oliver,"Moving on. Our main story tonight concerns the 2020 election, among other things, the inspiration for the single best voting PSA the world has ever seen."
John Oliver,"Do you know who elects the DA? But you don’t wanna vote. Can’t make it rain if you locked up on some bullshit. Wanna end cash bail? Well, then vote for the sheriffs and county officials that feel the same way you do. But you talkin’ about, “Oh, they gon’ pick who they pick, shawty.” Ferguson just elected their first Black mayor. You know how that happened?"
John Oliver,♪ Get yo booty to the poll Get yo booty to the poll ♪
John Oliver,"Excellent! They hit prosecutors, cash bail, sheriffs, and the importance of down-ballot races. All subjects we’ve talked about on this show, but they did it in less time and more entertainingly while also providing a much better “get out the vote” message than anyone currently working for Joe Biden. I have no notes."
John Oliver,"And even though Trump is currently in the hospital with coronavirus and everything is up in the air right now, we’re taping this show on Saturday, so who knows what things are like whenever you’re watching this. We do need to talk about this election because it’s happening right now. More than three million votes have already been cast, and yet Trump and his supporters have engaged in a deliberate campaign to undermine the process. For months now, Trump has been questioning whether he will even leave."
John Oliver,"In general, not talking about November, are you a good loser? I’m not a good loser. I don’t like to lose. -I don’t lose too often."
John Oliver,You don’t know until you see. It depends. I think mail-in voting is gonna rig the election. I really do.
John Oliver,Are you suggesting that you might not accept -the results of the election?
John Oliver,"Yeah! He has to see, and by that, of course, he means he has to see if he wins because if he doesn’t he’ll refuse to accept the results. Deep down, you know there is no scenario in which Trump loses but decides the process was legit and then shows up to Biden’s house with a congratulatory ice cream cake. That is just not going to happen. And look, given the frequency with which one party has been trying to destabilize this election. We thought tonight it might be a good idea to take a look at the ways they’ve tried to do that, and even more importantly how we can help prevent that from happening. And first, let’s acknowledge there’s nothing new in Republicans attempting to depress turnouts. They’ve done it for years. Sometimes with a veneer of fighting voter fraud and tactics like strict voter ID laws and aggressive purchase of voter rolls. But sometimes, they’ve just said it out loud."
