name,monologue
John Oliver,"Last Week Tonight with John Oliver Season 12 Episode 18 Aired on July 27, 2025"
John Oliver,"John Oliver discusses the massive problems caused by gang databases, how people wind up on them, and why nobody looks good in lime green. You might think you’re pulling it off but trust us, you’re not."
John Oliver,♪ (“LAST WEEK TONIGHT” THEME MUSIC PLAYS) ♪
John Oliver,"Our main story tonight concerns gangs, something Tampa police once warned teenagers about like this."
John Oliver,"Take it down a thousand notches! Because when you show a dead body pop up like a jack-in-the-box, you’re not implying joining a gang will kill you, you’re implying it’ll turn you into a flesh-eating zombie."
John Oliver,"And if that is true, gangs are the least of your problems right now, Tampa. Gangs have long been a target of law enforcement, and this story concerns a commonly used tool police have developed to thwart them, gang databases. Basically, lists the police keep of people they say are involved in gangs. You might remember, earlier this year, the government used them as a justification to deport immigrants, most famously in the case of Kilmar Ábrego García, whose deportation they later admitted was a mistake. Before Trump doubled down on this Microsoft paint bullshit being actual evidence, he initially talked about the case like this. You’re talking about Ábrego García. Is that the one? Yeah? He’s an illegal alien, MS-13 gang member, and foreign terrorist. This comes out of the State Department and very legitimate sources. I mean, I assume. I’m reading. I’m just giving you what they handed to me, but this was supposed to be certified stuff. Oh, was it? Okay. Well, I’m glad it’s “certified stuff.” That’s reassuring."
John Oliver,"But you know you don’t always have to read what they hand you, right? If they handed you Mein Kampf, would you read it out loud? You know, I take that back."
John Oliver,"You wouldn’t just read it, you’d do a fun little riff on it in the briefing room. But it is worth talking about those legitimate sources, because one of the few pieces of evidence authorities have produced to support those MS-13 allegations is Ábrego García’s 2019 entry into something called GangNET, a regional gang database. Basically, back in 2019, cops apparently approached Ábrego García and three others at a Home Depot in Maryland, filled out a form identifying them as gang members, and submitted it to GangNET. Officers apparently observed “he was wearing a Chicago Bulls hat and a hoodie with rolls of money covering the eyes, ears, and mouth of the president,” saying they “know such clothing to be indicative of the Hispanic gang culture,” and that “wearing the Chicago Bulls hat represents they’re a member in good standing with MS-13,” which is…"
John Oliver,"…already a little bit weird, because it implies that somehow, if you’re not up to date on your monthly MS-13 dues, your Bulls hat privileges get revoked."
John Oliver,"The cop filling out that form also cited a past proven and reliable source of information who supposedly corroborated that Ábrego García was an “active member of MS-13.” Though you should know, that cop was suspended just a week later, pled guilty to misconduct on an unrelated issue, and was ultimately fired. Nevertheless, that gang allegation meant that Ábrego García was denied bond and spent months locked up in ICE detention. In fact, it later emerged that he’s the guy in this local news piece from 2020, speaking anonymously about his experience. I spoke with an immigrant who was looking for work outside of this Home Depot in March 2019. He tells me he was falsely labeled as a gang member and was detained for almost eight months."
John Oliver,"Maddie B from Georgia has a right to her opinions, but that doesn’t mean that they don’t hurt. Hey, Maddie, fuck you!"
John Oliver,"Congratulations on your sweet 16, but fuck you!"
John Oliver,"And notably, two separate federal judges have looked at the government’s evidence and found it unconvincing, with one on Wednesday writing that “for the court to find that Ábrego is a member of or in affiliation with MS-13 would border on fanciful.” And his isn’t the only story that brings these databases into question. The Trump administration also deported this Venezuelan man, Francisco Garcia Casique, to the El Salvadoran prison CECOT, claiming he’s a member of Tren de Aragua, something that he and his family strongly deny. And while the government hasn’t supplied any evidence for that claim, reporters discovered a Texas gang database does list him as a member of that gang. But that listing has some pretty big red flags on it, including that that photo is of someone else entirely. Those are two whole different genres of men."
John Oliver,"And it was only after this was pointed out that authorities removed his entry from Texas’s database. And at that point, it’s about as trustworthy as those ads at the bottom of websites with headlines like, “You’ll Never Believe What Angela Bassett Looked Like as a Child” paired with a photo of Little Miss Sunshine."
John Oliver,"The fact is, around the country, many local and state police departments keep these databases, sometimes without disclosing them, despite investigations repeatedly finding them to be notoriously inconsistent and opaque, riddled with questionable entries and errors, and rife with unreliable intelligence. So, given all of that, tonight, let’s talk about gang databases, how people end up on them, and the massive problems they can cause. Before we start, let’s just briefly discuss what a gang is. Because the word can conjure up media representations of tight, coordinated groups whose members are all engaged in sophisticated criminal conspiracies and violent crimes. But nowadays, a gang can look wildly different with many being loose groups of teenagers banding together for protection, status, or a feeling of community. There’s a lot of variability here, and not all gang members may even be engaged in crime. As one researcher has put it, “Not all gang members are criminals, and not all criminals are gang members.” Unfortunately, none of that nuance is on display in these databases. And depending where you live, the reasons to be added to one can be worryingly broad, as this defense attorney explains."
