name,monologue
David Letterman,"Regis Philbin won a daytime Emmy for being the best television host ever. That should take the sting out of ABC trying to push him out.
"
David Letterman,Top Ten Signs Al-Qaida Is Running Out of Money
Conan O'Brian,"A spokesman for Texas Gov. Rick Perry says there’s a 50/50 chance he’ll run for president. Meanwhile, Sarah Palin says there’s an 80/50 chance she’ll run for president.


"
Conan O'Brian,"NBC has apologized for editing out the words “under God” from its coverage of the U.S. Open. They’re also apologizing for Brian Williams signing off with “Hail Satan.”
"
Conan O'Brian,"
Bookstore company Borders announced that it expects to find a buyer by the end of July. Not a buyer for the company, but just anyone willing to pay them for a book.

"
Conan O'Brian,The new manager of the Florida Marlins is 80 years old. This makes him the oldest man working in baseball and the youngest man working in Florida.
Jay Leno,"After John Edwards, Arnold Schwarzenegger, and father-to-be Anthony Weiner, who would have thought Charlie Sheen would be dad of the year?

"
Jay Leno,"
President Obama and House Speaker John Boehner played golf this weekend. Obama’s handicap is Joe Biden.
"
Jay Leno,"
The team of Obama and Boehner beat the team of Vice President Joe Biden and Ohio Gov. John Kasich. When they tallied up the score, they were 14 trillion over par.
"
Jay Leno,"
A new study has found that the majority of wealthy people in China want to move to other countries and the government is trying to find ways to keep them. If only they could build a big wall."
Jimmy Fallon,"President Obama and John Boehner played golf against Joe Biden on Saturday and they won $2. Just 7 trillion more rounds like this and we’ll pay off that deficit in no time.
"
Jimmy Fallon,"
The Florida Marlins just named 80-year-old Jack McKeon their new manager. It wasn’t a great start. Tonight, he had to make four trips to the mound and 12 trips to the bathroom.
"
Jimmy Fallon,"
Krispy Kreme is adding healthier items to its menu, like oatmeal and yogurt. Or, as their customers put it, “Krispy Kreme is selling some new dipping sauces for the donuts.”

"
Jimmy Fallon,"
A new study found that most Americans will have to work into their 70s and 80s to be able to retire. But don’t worry. After that, they’ll have plenty of time to enjoy their golden year."
Jimmy Kimmel,"Father’s Day is a day on which fathers across country are reminded through crappy gifts of how much more their children love mommy.

"
Jimmy Kimmel,"
It’s the last day of spring ever. Because of global warming, spring has been eliminated.
"
Jimmy Kimmel,"
President Obama and Speaker Boehner played golf last weekend. Obama avoided an out-of-bounds penalty tee when an errant tee shot bounced off of Oprah, who was hiding in the woods."
