name,monologue
Stephen Colbert,"Yes, I used to feel things, too."
Stephen Colbert,There was no riot. No one broke a window with their beard.
Stephen Colbert,"a day of love” by deadpanning, “Yes, on January 6, love was in the air. Also bear spray."
Stephen Colbert,"Well, luckily,” he added, taking a long sip, “I’m a Taurus."
Stephen Colbert,the month when millions of Americans go a whole week without drinking.
Jon Stewart,a blanket of angry white descending on the Capitol.
Jon Stewart,with a lot less bear spray and Confederate flags.
Jon Stewart,"She’s like, ‘Um, I can hear you,’ Stewart imagined Harris thinking as she classily fulfilled her obligations, while he marveled at how smoothly the peaceful transfer of power in a democracy can go “when you don’t act like a little bitch when you lose."
Jon Stewart,"validate or invalidate their previously held political viewpoints,"
Jon Stewart,blowing up someone’s sh*t in front of more of their sh*t is what we in the therapy business call a mixed message.
Jon Stewart,"How ‘bout you don’t kill everybody?,"
Taylor Tomlinson,"Turns out 62 is the new 32, which makes me not even born yet."
Taylor Tomlinson,"Generation Beta.” “They’re not even born yet and we’re already bullying them?,"
Taylor Tomlinson,Gen Future Solders for the Water Wars
Taylor Tomlinson,"They’re going to be hunting us Millennials for meat,"
Taylor Tomlinson,"a younger, hotter health care advocate has entered the villa."
Taylor Tomlinson,We know Donald Trump isn’t going to pardon him because he wasn’t at the Capitol.
Jimmy Kimmel,"When they go Lopez, we go even lower-pez around here."
Jimmy Kimmel,"This one went off without Ted Cruz having to hide in a broom closet,"
Jimmy Kimmel,was like making your ex deejay your wedding.
Jimmy Kimmel,"It’s actually very convenient that Eric’s birthday is on January 6,"
Jimmy Kimmel,"That way, Trump only has to remember the two biggest mistakes he ever made on one day."
Jimmy Kimmel,homeboy” (rather than the intended “hometown boy
Jimmy Kimmel,He did build a lot of homes.
Unknown,"listening to everyone’s New Year’s resolutions and being like, ‘Not on our watch!'"
Jimmy Fallon,"In two months, Trump and Elon went from Love Is Blind to Baby Reindeer ."
