name,monologue
Stephen Colbert,"I’ve got some bad news for people upset that another thing was celebrated on Easter this year, because it’s going to keep happening. In 2029, Easter’s gonna fall on April Fools Day. ‘Oh, so my religion is a big joke to you, is that what it is?!'"
Stephen Colbert,"And smoke ’em if you got ’em, because just next year Easter falls on 4/20. ‘There you go. Oh, the liberals want to turn Jesus into some long-haired, sandal-wearing, bearded hippie who’s all about peace and love. Groovy, man!'"
Stephen Colbert,How dare they dishonor the true spirit of Easter! When Jesus laid colorful eggs for his apostles to find!
Stephen Colbert,"Oh my God, those poor guidelines. They had to be in the worst place in the world—under Donald Trump."
Stephen Colbert,… And also with you.
Stephen Colbert,"According to new SEC filings from Truth Social, in 2023, on revenues of just 4 million dollars Truth Social lost 58 million dollars. How could that be? They have such a business model: Old rapist yells at Easter."
Seth Meyers,"betrayed the central tenet of Easter.’ Oh buddy, that happened years ago. [Shows picture of Donald Trump at the White House Easter Egg Hunt] Trump’s holding up this bunny’s arm like he just won Easter by knockout."
Seth Meyers,"Not only did Trump not mention religion in his screed, everyone who read it took the Lord’s name in vain. ‘Jesus F**king Christ with this guy.’"
Seth Meyers,"He posted 70 times on Easter! What’s in the baskets at the Trump family Easter egg hunt, Cadbury Meth Eggs?"
Seth Meyers,What a shock that the stock price of a company with no profits or success of any kind is falling.
Seth Meyers,"The way things are going, Trump’s going to have to start selling a deluxe version of the Bible with the dictionary attached."
Seth Meyers,"Former President Trump, in his second term, is planning to implement anti-racism protections for white people. And if you’re waiting for me to say, ‘April Fools!,’ keep on waiting."
Seth Meyers,"Former President Trump this morning apologized for posting an image of President Biden hog-tied on the back of a pickup truck and said it was inappropriate. Now , April Fools."
Seth Meyers,"According to a new report, aides believe that Donald Trump is planning on drawing out his running mate selection process, “ Apprentice -style."
Jimmy Kimmel,"He posted 77 times on Truth Social yesterday. Like, if that was your dad, you’d have him put away, right?"
Jimmy Kimmel,It’s like the whole country is Disneyland and we’re living at Six Flags.
Jimmy Kimmel,She is threatening to release one new song every week until she achieves her goal of marrying her father-in-law.
Jimmy Fallon,Truth Social’s stock tanked so fast they’re changing the name to Twitter.
Jimmy Fallon,"As a result of the stock tanking, Trump’s net worth dropped two billion dollars. Trump’s so panicked, he’s now selling copies of the Torah."
Jimmy Fallon,"When he heard another one of his business was tanking, Trump was like, ‘They blow up so fast.’"
Jimmy Fallon,"In order to settle a privacy lawsuit, Google has pledged to destroy millions of users’ browsing data. And based on your silence it sounds like there are some very relieved people."
Jimmy Fallon,A musical about women desperately fighting for their rights. It’s set in the historical time period of today.
Jimmy Fallon,"French scientists are warning that Camembert cheese and brie cheese are on the verge of extinction. They tried everything, they just can’t get them to mate."
Jon Stewart,Aren’t you the same networks that show reruns of 9/11 every year?
Jon Stewart,This is like productivity but without the tax of more people.
