name,monologue
Seth Meyers,"C’mon man, I mean you can’t start a post talking about unity then immediately call January 6 a hoax and claim Democrats are coordinating the indictments in order to weaponize the Justice Department against you. I mean, I know you can, but you shouldn’t."
Seth Meyers,"Wow, it seems like he’s had a real same of heart."
Seth Meyers,"What does this mean, Presidents can now just take whatever they want from the White House? When Joe Biden leaves, he should jump in the cockpit and fly away with Air Force One. He already has the aviators."
Seth Meyers,Trump’s defense team got the one judge in the country who agrees with them. It’s like when LeBron James got the one ref who didn’t think this was traveling. [Clip of James taking about six unhurried steps without dribbling] Usually when you travel that far you get your passport stamped.
Seth Meyers,"They don’t belong to Trump, they belong to us. In fact, if Trump gets to keep them, then we should all get to take a turn with them. Next time I’m stuck on a stalled F train, I want to be able to pull out a dossier full of nuclear secrets. Plus, it beats doing Wordle."
Seth Meyers,They look like the takeout menus that get slipped under your apartment door.
Stephen Colbert,"It can be a bit of a challenge for even the best lawyers when your client asks for you to crime for them. ‘Now sir, we all agree that you’re innocent but, just to be clear, you want me to burn off your fingerprints? Okay, I’ll heat up the panini press.'"
Stephen Colbert,"No tennis balls. That means if your’e an old Republican, the front legs of your walker will be raw-doggin’ it."
Stephen Colbert,"This year’s convention takes place in beautiful Milwaukee, Wisconsin. Also known and Brew City, Beer City, and ‘All the Other Cities Are Worried About You’ City."
Stephen Colbert,"with a vengeance”] “No! No, we’re toning down the rhetoric, remember? I don’t want to continue anything ‘with a vengeance.’ I want to continue everything with a bong hit, a pint of Ben & Jerry’s and a rerun of The Gilmore Girls ."
Stephen Colbert,"You know, people ask what gives me hope and i’ll tell you, whatever ever our difference, all Americans despise Mitch McConnell."
Stephen Colbert,"[After the RNC urged speakers to tone down their speeches without changing them] “‘Hi. [A beatifically smiling Colbert turns to camera, revealing a backdrop including an adorable kitten and puppy] We need to come together to realize that illegal immigrants are being released from insane asylums to turn your kids into trans librarians. And that marriage should be between one very manly man and one younger, hotter woman who makes TikToks about homemade Tylenol. Shh—go to sleep now, and don’t Google Project 2025.'” stephen colbert"
Stephen Colbert,Why? Did we run over a witch’s cat? Did someone make a wish on a cursed chicken foot?
Stephen Colbert,"‘It wasn’t the dog thing right? With the gravel pit and the gun, right? Please say it was Covid.'"
Stephen Colbert,"‘Like Natalie’s Dog Embalming, Cindy’s Puppy Coffins, and Katie’s Canine Crematorium, home of the hot dog.'"
Stephen Colbert,"Yes. Wisconsin only produces the nicest people. Like Tony Shalhoub, Chris Farley, and Jeffrey Dahmer."
Stephen Colbert,"Yikes. How do you get the job after that? ‘Uh, just looking at your resumé here, Mr. Smith. It says here you called me Satan incarnate, Voldemort’s ugly, unstable brother, and a slightly more perverted Jared from Subway. Oh, but you are proficient in Excel, welcome aboard.'"
Stephen Colbert,"I gotta say, for what was supposed to be a boring rematch, things have been crazy. It feels like if you fall asleep for a second, you will miss some insane twist in this election. Fortunately, this election has made it impossible to fall asleep ever again."
Jimmy Fallon,It’s four days of intense political speeches. Like when your uncle comes to stay with you for Thanksgiving.
Jimmy Fallon,"Vance is an Ivy League-educated attorney. That makes sense, Trump got a VP and a lawyer all for the price of one."
Jimmy Fallon,He looks like a Civil War re-enactor who shops at Men’s Wearhouse.
Jimmy Fallon,I didn’t realize Cabbage Patch Kids made bearded dolls.
Jimmy Fallon,I guess the French part is that people judge you while you eat them.
Jimmy Fallon,"If this law gets passed, people are gonna start drinking in Boston, I don’t care what anyone says."
Jimmy Fallon,"Yeah, there’s gonna be cavemen on the moon. ‘Thats one small unga for man, and one giant bunga for mankind.'"
Unknown,He also looks like if Eric and Don Jr had a baby.
Unknown,"I have mixed feelings about the Minions franchise. On one hand, the fact that there are no Black minions feels racist. But on the other hand, if there were Black minions, it would definitely be racist."
Unknown,That’s just ticket sales. That doesn’t include toys or Halloween costumes that make our dogs lose their will to live.
