name,monologue
Jordan Klepper,"And I know people will that you’re not supposed to mix the Bible and the Constitution, but what you have to understand is that Trump has never read either of them."
Jordan Klepper,Trump is mashing together the Bible and the Constitution like its a Pizza Hut-Taco Bell.
Jordan Klepper,Trump getting into business with God can only mean one thing: God is going to end up bankrupt and serving a three month prison sentence for lying under oath.
Jordan Klepper,"What’s amazing about this is that Trump just made five billion dollars on his new stock. Buddy, you’re not supposed to be doing this embarrassing grifter s**t when you’re that rich. Just start a private space company like a normal billionaire sociopath."
Jordan Klepper,"The point is, if Florida teens are kicked off of their phones, maybe they could focus on all the quintessential experiences of being a teen in Florida. Things like wrestling a gator at prom. Or going to the library and reading the last four books that are still legal to read. Or trying to avoid Matt Gaetz on your walk home from school."
Jordan Klepper,"If your grandma gets body slammed by the Rock, you’re not gonna blame her broken bones on a calcium deficiency."
Jordan Klepper,Who are we fighting exactly? Is it boats? Is it the boats?
Stephen Colbert,Exactly! Trump is just like Christ. The Pharisees despised Jesus because Jesus had all that prime Dead Seafront property.
Stephen Colbert,Is that suspicious? Yasssssss.” stephen colbert
Stephen Colbert,"You know folks, I consider myself a deep spiritual thinker. I have frequently pondered the age-old questions like, ‘Why do bad things happen to good people?’ And ‘Why do good things ever happen to Donald Trump.'"
Stephen Colbert,"The name of the company Trump merged with is the completely innocent sounding Digital World Acquisition Corp. I forget, are they the bad guys in Robocop or Terminator ?"
Stephen Colbert,"To add insult to ‘there is no justice in this vale of tears,’ the company is traded under the ticker ‘DJT.’ That is the height of narcissism. And I say that as a guy who bolted his name to the side of this building."
Stephen Colbert,"But that wasn’t his fault. He was trying to make money in the notoriously difficult casino industry.You know what they say, ‘The house always files for bankruptcy.'"
Stephen Colbert,We have breaking news: Donald Trump is upset about something… One of the things Joe Biden has been running on in this election is the success and the popularity of Obamacare. It’s all part of the radical political theory that people enjoy staying alive.
Stephen Colbert,"There was a big announcement today from presidential candidate most likely to eat a stick of natural deodorant, Robert F. Kennedy, Jr."
Jimmy Fallon,"It’s my favorite book, right after Captain Underpants and the Cheesecake Factory menu."
Jimmy Fallon,"I like how they made the Bible the exact same color as his skin, Corinthian leather."
Jimmy Fallon,"The price of chocolate is hitting record highs. Meanwhile, the cost of white chocolate is holding steady at, ‘yechhh.'"
Jimmy Fallon,"Thieves in California stole over nine thousand dollars’ worth of Spam, alcohol, and instant coffee. The thieves are described as ‘armed, dangerous, and recently divorced.'"
Seth Meyers,A New York judge said yesterday that Donald Trump’s hush money trial will start on April 15 with jury selection. well good luck finding 12 unbiased New Yorkers. He couldn’t be more hated if he showed up in Sox gear.
Seth Meyers,"In a new interview, former President Trump urged Israel to end the war in Gaza and warned that they are losing international support. Sorry, it’s just weird when Trump has the same position as Bernie Sanders. It’s like a Gilligan’s Island episode where Gilligan gets hit in the head with a coconut and he’s smart for a day. I’m sure there’s another coconut on the way, though."
Seth Meyers,"The IRS yesterday announced that over one million people did not file tax returns in 2020. I would have, but if I remember 2020 correctly, my kid was using our printer to do kindergarten."
Seth Meyers,"McDonald’s announced a new partnership with Krispy Kreme to offer donuts at the fast food chain. Because if you love McDonald’s and you love Krispy Kreme, you don’t have the energy to make two stops."
