name,monologue
Jimmy Kimmel,"There are 265 new [billionaires], including Magic Johnson and Taylor Swift. I guess that MAGA boycott of Taylor Swift is going just great, huh?"
Jimmy Kimmel,"Donald Trump checked in with a net worth of 2.3 billion dollars. Well, somebody’s gonna be spanking himself with a Forbes magazine tonight, I tell you that."
Jimmy Kimmel,"I love that he’s somehow the Christian candidate. Not only does he not go to church, he didn’t even go to church on Easter Sunday… While the Bidens were reading the Bible, Trump was out selling them."
Jimmy Kimmel,"Finally, a Christian holiday we can celebrate."
Jimmy Kimmel,"And then, at 3:02 in the morning, lotta dumps happened."
Jimmy Kimmel,Somehow the ghost of Nikki Haley continues to plague Trump like an undigested chalupa.
Jimmy Kimmel,"Here’s what you should be paying attention to. His longtime former lawyer Michael Cohen says, ‘Donald’s an idiot.’ His former Defense Secretary Mark Esper said, ‘I think he’s unfit for office.’ His other former Defense Secretary (James Mathis) says he’s “the first President in my lifetime who does not try to unite the American people… Instead he tries to divide us.’ Former Chief of Staff John Kelly says Trump “has nothing but contempt for our democratic institutions, our Constitution, and the rule of law.’ His former Attorney General Bill Barr suggests that, “Trump shouldn’t be anywhere near the Oval Office.’ His former Secretary of State Rex Tillerson said, “His understanding of global and U.S. history is really limited.’ Can we get some music to speed this up, because there’s more. Former National Security Adviser (H.R. McMaster) said he showed, ‘the absence of leadership.’ Another former National Security Advisor (John Bolton) said ‘foreign leaders think he is a laughing fool.’ His former Communications Director (Anthony Scaramucci) called him, ‘the domestic terrorist of the 21st century.’ His former Press Secretary (Stephanie Grisham) said, “I am terrified of him running in 2024.’ His former Homeland Security Adviser (Tom Bossert)—‘an utter disgrace.’ Former White House Aide (Cassidy Hutchinson)—“the most grave threat we will face in our democracy in our lifetime, and potentially American history.’ And his former golf trip sex partner (Stormy Daniels) said he has a ‘d**k like the mushroom character in Mario Kart.’ jimmy kimmel"
Jimmy Kimmel,"This sounds like a fake project Trump would have given Mike Pence to keep him busy. ‘Mike, you’re in charge of all the moon-clocks, okay?'"
Stephen Colbert,"Forbes released its annual world billionaires list, with one editor calling 2024, ‘an amazing year for rich people.’ Another one? That makes 300,000 years in a row. Congrats guys! I would use some of that money to buy a very strong door and a deep moat because they will eventually come for you if you keep this s**t up."
Stephen Colbert,"All in all, there are more billionaires than ever, even though 32 billionaires died. Because even for billionaires, the only things certain in life are death and… actually just death."
Stephen Colbert,"And you can see plenty of Christians in my my rock and Roll Bible, featuring the Constitution and all the lyrics for Ted Nugent’s deeply moving religious anthem, “Whang Dang… Sweet Poontang."
Stephen Colbert,"[Trump voice] “They’re climbing through your windows, they’re leaping out of their slimy eggs, latching onto your fellow astronauts’ faces, and then in the middle of dinner an anchor baby bursts through John Hurt’s stomach and hides somewhere on the ship, and everybody starts getting killed until Sigourney Weaver saves the day in her teeny-tiny underpants. Then they really lose the thread of the story in Covenant , what’s Danny McBride doing there?” stephen colbert"
Stephen Colbert,"Pretty bold to go to a state you lost and tell the crowd you actually won. That’s like bumping into your ex and saying, ‘Amanda, hi. You look well—which of course I know because it came out that we’re still together. We’re still together… by a lot."
Stephen Colbert,"Yes, lotta dumps. So just a regular night for Donald Trump."
Stephen Colbert,You gotta really piss off New Yorkers to get them to vote for a guy from New Jersey who shut down the George Washington Bridge.
