name,monologue
David Letterman,"Scientists have been looking at the Mona Lisa painting and they found that it has 30 layers of paint. The only other person I know like that is Betty White.

"
David Letterman,Top Ten Signs You're Obsessed With Facebook
Jimmy Kimmel,"If Tropical Storm Bonnie turns into a hurricane, it can turn the Gulf of Mexico into a giant salad spritzer — and we are the salad.
"
Jimmy Kimmel,"
A huge oil spill, a sneaky oil company, and a hurricane — I don’t like it. There are too many villains, it’s like “Spiderman 3.”

"
Jimmy Kimmel,"
You can be proud to be a nerd at Comic-Con. When I was a young nerd, we knew our place — in our parents’ basement eating Bugles and playing Risk.

"
Jimmy Kimmel,Facebook now has 500 million users. The previous record holder was heroin.
Jay Leno,"Former Illinois Gov. Rod Blagojevich did not testify at his trial. He wanted to testify, but he sold his seat at the court for $100,000.

"
Jay Leno,"
Happy birthday to former Sen. Bob Dole. He’s 175 years old today.

"
Jay Leno,"Have you guys seen this show “White House Apprentice?” It’s a lot like the other “Apprentice,” but on this one, when the boss fires you, he offers you your job back a day later.

"
Jay Leno,"Britney Spears has been giving her support to Mel Gibson throughout the scandal, which is ironic because Mel’s latest tape is called, “Oops, I did it again.”"
Jimmy Fallon,"President Obama and his family are going on vacation in the Gulf Coast next month. Of course, the Gulf Coast is a lovely place to sit back and relax — just ask BP.
"
Jimmy Fallon," 
Starbucks’ profits went up 37 percent in the third quarter of this year. They say they owe the increase to their new strategy of opening a Starbucks inside an existing Starbucks.
     
"
Jimmy Fallon,"Parents in Georgia want a middle school to ban T-ball after a 14-year-old boy hurt his shoulder in gym class. In a statement, the parents said, “School should be a place where kids can learn and safely grow up into wussies.”
  

"
Jimmy Fallon,"Yesterday in France, there were no injuries when a passenger train hit a truck full of shampoo. However, some of the passengers are believed to be in critical conditioner."
Craig Ferguson,"Comic-Con starts today. It’s a four-day celebration of science fiction and comics. Every year, an army of geeks descends on San Diego. 
"
Craig Ferguson,"
If you live anywhere other than San Diego and you need a computer fixed, you’re screwed.
"
Craig Ferguson,"
Right now, jocks are wandering around San Diego wondering, “Who should I give a wedgie to?”

"
Craig Ferguson,"They’re expecting 120,000 people and three of these people will be female.
"
