name,monologue
David Letterman,"NBC is making a movie about the Beatles. However, they will not be allowed to use the Beatles music and they will not be allowed to use the Beatles likenesses. Other than that it's a green light all the way."
Conan O'Brian,"The U.S. lost to Germany today, but because FIFA rules dictate that teams get one point for a tie, three points for a win, and zero points for a loss, and both the U.S. and Portugal had a score of four, and because the U.S. had a higher goal differential, the U.S. still advances. That's the rules — and that in a nutshell is why Americans don't follow soccer."
Conan O'Brian,"FIFA has announced that Luis Suarez, the player who bit an opponent, will be banned for nine games, or as Suarez put it, ""nine meals."""
Conan O'Brian,"A man walked into McDonald's with a knife in his back. Yeah, with a knife in his back. His heart wasn't in danger until he ordered the food, said doctors. "
Conan O'Brian,Lindsay Lohan is going to be making her stage debut in London. Lohan is looking forward to England because she already drives on the wrong side of the road.
Jimmy Kimmel,"The U.S. team was back in the World Cup today and played Germany. It was a highly anticipated match. The last time they squared off, Tom Hanks died so Matt Damon could go home. "
Jimmy Kimmel,"Germany beat the U.S. 1-0. But the good news is, no one was bitten in this game. Even though the U.S. lost, they still advance to the next round because in soccer, nothing makes sense at all. There's no rhyme or reason for it. "
Jimmy Kimmel,"That player from Uruguay, Luis Suarez, who bit the Italian player, has been suspended for nine games and banned for all soccer-related events for four months. They're also putting him on soft food for a while."
Jimmy Kimmel,"Tonight is the NBA draft, also known as ""Purchase a Giant Day."" Cleveland had the No. 1 overall pick and took Andrew Wiggins from the University of Kansas, who has already announced plans to leave the team to play in Miami."
Craig Ferguson,The American men's soccer team advanced to the knockout round in the World Cup after a victorious defeat by Germany. 
Craig Ferguson,People in L.A. can't stop pretending to be soccer fans just yet.
Craig Ferguson,It was so wet during the World Cup game that dolphins were getting stuck in the net. It was so wet that I saw Russell Crowe float by in an ark. It was so wet the new U.S. goalie is Aquaman. So wet the winners received a ShamWow! 
Craig Ferguson,"The next opponent for the U.S. will be Belgium. The Belgians are favored over the U.S. But so far, the Belgians have been cagey about saying if they think they'll win. That's right, the Belgians are waffling."
